lead_s,tag,fps,lead_n,pred_n,win_s,rel_deg,amp_pred_deg,amp_leadend_deg,wmax_pred,PINN_h,PINN_cens,PINN_rms,Hybrid_h,Hybrid_cens,Hybrid_rms,MLP_h,MLP_cens,MLP_rms
2.0,1430,59.97506051492717,119,239,3.984989726530003,101.26100730441047,95.39489224706035,101.26100730441047,13.893907166112665,0.05002079154640171,0,74.0419655079005,0.05002079154640171,0,66.63928926452135,0.05002079154640171,0,131.4727968729069
2.0,1431,59.97477888632322,119,239,3.985008439180792,87.1304493646118,87.1304493646118,84.30174161217842,12.266570192535541,0.4001682114658536,0,91.5340661227487,0.4001682114658536,0,92.03027621284,0.1500630792996951,0,100.25191397142764
2.0,1432,59.974782519053534,119,239,3.9850081978049943,111.18471406918472,107.32876540216553,111.18471406918472,13.893001731968948,0.0666946978712133,0,107.92724948035925,0.0666946978712133,0,112.44135743414785,0.0666946978712133,0,107.73940065188218
2.0,1434,59.97497147855449,119,239,3.9849956424816355,106.94602653932782,88.0954593536442,106.94602653932782,13.100476112301969,0.3334724387013921,0,78.03875868031344,0.2834515728961833,0,90.66216509463541,0.20008346322083526,0,95.72390564665912
2.0,1435,59.975111152656886,119,239,3.9849863619537844,103.77854678324493,98.61242450940149,103.77854678324493,13.680475003298913,0.6335961579675473,0,39.50807692291589,0.7336376565940022,0,46.099694041358354,0.3834924114014102,0,86.16170419712893
2.0,1436,59.9750383050472,119,239,3.9849912022463343,97.58227372119343,86.70472436387544,97.58227372119343,12.333610708281647,0.2167568436368299,0,104.7007390966963,0.23343044699350912,0,102.93172569636066,0.2167568436368299,0,83.3482116752993
2.0,1437,59.97516637867811,119,239,3.9849826925193383,73.29549428049998,70.95606480757367,73.29549428049998,7.134433620075182,0.31679778727141183,0,20.694412648434433,0.3334713550225388,0,19.07621941236706,0.3334713550225388,0,19.27377669893778
2.0,1438,59.97482855160035,119,239,3.9850051391872228,97.84590892438413,78.07187389601818,97.84590892438413,11.771999877132268,0.16673661670239426,0,74.34772136334696,0.2667785867238308,0,88.07243609284052,0.18341027837263368,0,74.98960950116255
2.0,1439,59.97497288732263,119,239,3.9849955488770092,66.5566778003688,66.5566778003688,40.26476715774943,8.286538434806298,1.150479886495873,0,16.74107011038075,1.1338062649524545,0,17.172843014400904,1.1838271295827099,0,15.700437028393784
2.0,1440,59.97482300212373,119,239,3.985005507920164,92.36692089454493,92.36692089454493,87.52190834708216,12.792660906606189,0.06669465285222032,0,114.46345770021586,0.06669465285222032,0,114.40062722894207,0.06669465285222032,0,98.8694996474627
2.0,1441,59.97489121777585,119,239,3.9850009753608893,77.42647300065325,73.86720093700067,77.42647300065325,10.387803972811144,0.6669457699348769,0,42.14262243243651,0.6836194141832488,0,11.443103689815663,0.9170504336604557,0,77.88017446433274
2.0,1442,59.974827648786736,119,239,3.9850051991743385,85.81743922862228,69.22458562619146,85.81743922862228,11.53032438342051,0.23343126689724158,0,52.099665068362135,0.2834522526609362,0,26.752507024270255,0.2501049288184731,0,32.05861412065353
2.0,1443,59.975131742559476,119,239,3.98498499387874,81.23591153973615,76.98789135625837,81.23591153973615,8.576876712362342,2.000829285629493,0,10.57011306016621,1.0504353749554838,0,21.826904163724638,0.28345081546417816,0,21.124329280755106
2.0,1444,59.974990759157365,119,239,3.984994361395678,50.8340099295571,50.061940293967496,50.8340099295571,5.268087987744253,1.7674033569369954,0,10.814016142985722,1.7674033569369954,0,10.76544440298656,2.267611854183315,0,9.274052494559097
2.0,1445,59.97508926345458,119,239,3.9849878163605013,47.25339057812756,47.25339057812756,42.656137095121785,6.172480031050962,1.4672758487017745,0,25.407864821565084,1.4672758487017745,0,26.014188999891278,1.4672758487017745,0,26.70929052477646
2.0,1446,59.975053195395,119,239,3.9849902128698886,83.38159433721623,83.04619868425209,83.38159433721623,10.430894281533744,0.25010398825543234,0,82.94539588832029,0.23343038903840352,0,83.76503181957455,0.2167567898213747,0,91.6130971761096
2.0,1447,59.97514049869432,119,239,3.9849844120865896,81.89721341451065,79.70205488136104,81.89721341451065,8.29453323295293,0.45018652354116284,0,12.308592067454926,1.0837823714879846,0,12.498032210746224,0.43351294859519385,0,24.986210905145672
2.0,1448,59.974921153627335,119,239,3.98499898628954,66.40461687758344,62.90341633228148,66.40461687758344,9.753039121914602,1.1504808788869383,0,39.26359070471263,0.4668618059251344,0,27.50972063253724,0.4501881699992367,0,63.71231818873995
2.0,1449,59.97496910494516,119,239,3.9849958001944774,75.63886890830787,69.74251491455813,75.63886890830787,10.434645171453367,0.06669449037982389,0,78.533275352749,0.06669449037982389,0,51.584920278986836,0.06669449037982389,0,79.53403181015977
2.0,1450,59.975020416008995,119,239,3.984992390868854,74.13916690570532,67.03139845590019,74.13916690570532,10.542319817811405,0.8336804164997602,0,12.521738390298157,1.1671525830996643,0,7.500440331337739,1.1004581497796835,0,63.40029650075192
2.0,1451,59.97481856056498,119,239,3.985005803037957,74.19936385103162,64.95312020429262,74.19936385103162,10.573616985256987,0.20008397337429074,0,70.68814481632224,1.5006298003071805,0,38.04336746864399,0.18341030892643317,0,92.63146451106859
2.0,1452,59.97515571726219,119,239,3.9849834009052927,70.04543290946849,68.89228451983683,70.04543290946849,10.008588058052924,0.21675641929610379,0,59.55972727183994,0.21675641929610379,0,57.87548982482076,0.21675641929610379,0,48.99461738019092
2.0,1453,59.97505370382571,119,239,3.984990179087653,38.23791350685693,36.625502057549426,38.23791350685693,4.598773426318409,2.967900635471139,0,6.456331022027385,2.6177550548818473,0,7.2343841341703605,1.317214326978764,0,11.431700920429893
2.0,1454,59.97496301354489,119,239,3.9849962049334433,90.56120790760053,90.56120790760053,78.29642003805763,12.22277125266054,0.7669867172675247,0,80.87814521912718,0.8837020872864958,0,79.79517707166849,0.5002087286527335,0,101.97988136523064
2.0,1455,59.974812479712426,119,239,3.985006207078115,104.32970424569315,101.46090738594552,104.32970424569315,12.729591573570112,0.11671566296881508,0,59.36737989894125,1.617345615425009,0,50.950235703295924,0.5669046487056733,0,109.50833375878003
2.0,1456,59.97508676543729,119,239,3.984987982338893,62.45901886263692,57.66821451962196,62.45901886263692,9.388257605838088,0.8336794942131576,0,15.828762174112452,0.8336794942131576,0,27.472697998431766,0.3501453875695262,0,42.44096014077133
2.0,1458,59.9725877192867,119,239,3.9851540360186846,81.67813025850883,81.67813025850883,58.535839708577704,11.298018966771513,0.2501142700430137,0,68.18692003492485,0.7836913794681095,0,26.262176039599105,0.4502056860774246,0,93.47828330668503
2.0,1459,59.97211822574547,119,239,3.9851852339175764,91.60052256944563,91.60052256944563,75.54953400483954,11.356765763059052,0.6169533625730139,0,59.58663554639979,0.6002789473683379,0,90.07138142320679,0.4835580409356055,0,52.05513595016999
2.0,1460,59.97256829353651,119,239,3.9851553268522935,62.42315810939042,57.84889732191636,62.42315810939042,8.364793350732048,0.23344006098716363,0,44.41307754646102,0.23344006098716363,0,42.067944337220055,0.23344006098716363,0,44.92148915612689
4.0,1430,59.97506051492717,239,239,3.984989726530003,101.26100730441047,95.39489224706035,94.9488396917454,13.387918882148096,0.350145540824812,0,96.31473291537897,0.26677755491414246,0,78.65458870198057,0.26677755491414246,0,112.07812441511223
4.0,1431,59.97477888632322,239,239,3.985008439180792,87.1304493646118,75.61079327581415,87.1304493646118,11.338458502808258,0.45018923789908527,0,108.57510028978452,0.5335576152878048,0,98.53632906174116,0.666947019109756,0,68.24286103646655
4.0,1432,59.974782519053534,239,239,3.9850081978049943,111.18471406918472,89.37666871585735,107.32876540216553,12.161671338333145,0.1500630702102299,0,99.68985181346657,0.1500630702102299,0,105.8304635269491,0.1500630702102299,0,87.52287258233898
4.0,1434,59.97497147855449,239,239,3.9849956424816355,106.94602653932782,90.22231726092788,88.0954593536442,12.435388448177967,0.48353503611701854,0,101.17773056239479,0.48353503611701854,0,78.88322562196029,0.4501877922468793,0,72.82634728978769
4.0,1435,59.975111152656886,239,239,3.9849863619537844,103.77854678324493,98.92828072065983,98.61242450940149,13.02194546242547,0.15006224793968226,0,54.273128342067174,0.716964073489593,0,64.2903525636896,0.18340941414850054,0,125.40535034404634
4.0,1436,59.9750383050472,239,239,3.9849912022463343,97.58227372119343,76.4950303504752,86.70472436387544,11.347585776898944,0.5835761174837728,0,98.42496705920898,0.450187290630339,0,92.68196310808229,0.4335136872736598,0,116.45083659834316
4.0,1437,59.97516637867811,239,239,3.9849826925193383,73.29549428049998,70.95606480757367,70.76919701071407,7.134433620075182,1.4005796910946628,0,17.235016387092724,1.1838233103300126,0,15.920947543626054,1.1838233103300126,0,16.015416681404226
4.0,1438,59.97482855160035,239,239,3.9850051391872228,97.84590892438413,68.11510988867539,78.07187389601818,11.006792488707712,0.05002098501071828,0,74.76921310847632,0.05002098501071828,0,110.28684343073952,0.05002098501071828,0,103.7277314032968
4.0,1439,59.97497288732263,239,239,3.9849955488770092,66.5566778003688,66.5566778003688,51.83767068365568,8.207912673965042,0.9003755633445962,0,15.599238368637725,0.9170491848880147,0,18.327100065457323,0.9170491848880147,0,14.305931852834089
4.0,1440,59.97482300212373,239,239,3.985005507920164,92.36692089454493,81.38288600232889,92.36692089454493,11.62253172437863,0.1500629689174957,0,110.05960125187285,0.1500629689174957,0,107.8620803208176,0.13338930570444063,0,80.86185246677582
4.0,1441,59.97489121777585,239,239,3.9850009753608893,77.42647300065325,70.60830670365776,73.86720093700067,10.387803972811144,0.11671550973860345,0,45.99729587332201,0.10004186549023153,0,48.07602748515907,0.10004186549023153,0,47.10087419657783
4.0,1442,59.974827648786736,239,239,3.9850051991743385,85.81743922862228,79.99409734310649,66.7868338268656,11.327456947953433,0.11671563344862079,0,59.2700203000445,0.11671563344862079,0,17.65214893963372,0.11671563344862079,0,30.881414542006
4.0,1443,59.975131742559476,239,239,3.98498499387874,81.23591153973615,76.98789135625837,66.35687325434323,8.576876712362342,2.084197172530722,0,7.647110379499272,0.7836581368715514,0,9.85047494552397,0.7002902499703225,0,15.021198664758233
4.0,1444,59.974990759157365,239,239,3.984994361395678,50.8340099295571,49.18365871899087,50.061940293967496,5.259262651585986,2.284285470758192,0,7.764200780481832,2.91788290060353,0,6.703710478136775,3.4847858641493588,0,5.029165566163459
4.0,1445,59.97508926345458,239,239,3.9849878163605013,47.25339057812756,46.0790902863258,47.25339057812756,6.153661818578562,1.3338871351834314,0,21.36384893305503,1.3338871351834314,0,23.716815619615662,0.9837417621977806,0,25.91138370702951
4.0,1446,59.975053195395,239,239,3.9849902128698886,83.38159433721623,76.4472397315735,83.04619868425209,10.78890301784982,0.41683998042572057,0,42.77719991905145,0.25010398825543234,0,51.567216236560164,0.23343038903840352,0,44.161085382563805
4.0,1447,59.97514049869432,239,239,3.9849844120865896,81.89721341451065,78.4676313147461,79.70205488136104,8.056103935239477,0.6836165727847288,0,13.740206005125433,0.9170466220282947,0,11.641652457134196,0.2667771991355039,0,27.550714616911726
4.0,1448,59.974921153627335,239,239,3.98499898628954,66.40461687758344,62.5807993272557,62.90341633228148,9.15797716007916,0.7669872525912922,0,17.861906775034118,1.7340581362933563,0,15.125967494200893,0.4668618059251344,0,48.472274929357596
4.0,1449,59.97496910494516,239,239,3.9849958001944774,75.63886890830787,69.55515764986733,69.74251491455813,10.038959932602465,0.3501460744940754,0,23.493074235886233,0.3501460744940754,0,25.876139555555962,0.21675709373442764,0,68.36572613078864
