lead_s,config_id,name,model,esn_median,esn_n_censored,esn_cens_rate,esn_median_is_lower_bound,ctrl_median,ctrl_n_censored,ratio,ratio_is_upper_bound
2.0,nres800_sr1.1_leak0.1_ridge0.0001_wo50,,MLP,0.11671550973860345,1,0.034482758620689655,1,0.3334713550225388,0,2.857129748817296,1
2.0,nres1600_sr0.9_leak0.5_ridge0.0001_wo50,,PINN,0.1167154514812836,0,0.0,0,0.3334724387013921,0,2.8571404597176877,0
2.0,nres1600_sr0.9_leak0.5_ridge0.0001_wo50,,Hybrid,0.1167154514812836,0,0.0,0,0.6002789473683379,0,5.143097505514068,0
2.0,nres1600_sr0.9_leak0.5_ridge0.0001_wo50,,MLP,0.1167154514812836,0,0.0,0,0.3334713550225388,0,2.85713117492429,0
2.0,nres1600_sr0.95_leak0.5_ridge0.0001_wo50,,PINN,0.1167154514812836,0,0.0,0,0.3334724387013921,0,2.8571404597176877,0
2.0,nres1600_sr0.95_leak0.5_ridge0.0001_wo50,,Hybrid,0.1167154514812836,0,0.0,0,0.6002789473683379,0,5.143097505514068,0
2.0,nres1600_sr0.95_leak0.5_ridge0.0001_wo50,,MLP,0.1167154514812836,0,0.0,0,0.3334713550225388,0,2.85713117492429,0
2.0,nres1600_sr1.1_leak0.25_ridge1e-06_wo50,,PINN,0.1167154514812836,0,0.0,0,0.3334724387013921,0,2.8571404597176877,0
2.0,nres1600_sr1.1_leak0.25_ridge1e-06_wo50,,Hybrid,0.1167154514812836,0,0.0,0,0.6002789473683379,0,5.143097505514068,0
2.0,nres1600_sr1.1_leak0.25_ridge1e-06_wo50,,MLP,0.1167154514812836,0,0.0,0,0.3334713550225388,0,2.85713117492429,0
2.0,nres800_sr0.7_leak0.1_ridge1e-08_wo50,,PINN,0.11671537001897114,0,0.0,0,0.3334724387013921,0,2.8571424538789434,0
2.0,nres800_sr0.7_leak0.1_ridge1e-08_wo50,,Hybrid,0.11671537001897114,0,0.0,0,0.6002789473683379,0,5.143101095175103,0
2.0,nres800_sr0.7_leak0.1_ridge1e-08_wo50,,MLP,0.11671537001897114,0,0.0,0,0.3334713550225388,0,2.8571331690790656,0
2.0,nres1600_sr0.7_leak0.1_ridge1e-08_wo50,,PINN,0.11671537001897114,0,0.0,0,0.3334724387013921,0,2.8571424538789434,0
2.0,nres1600_sr0.7_leak0.1_ridge1e-08_wo50,,Hybrid,0.11671537001897114,0,0.0,0,0.6002789473683379,0,5.143101095175103,0
2.0,nres1600_sr0.7_leak0.1_ridge1e-08_wo50,,MLP,0.11671537001897114,0,0.0,0,0.3334713550225388,0,2.8571331690790656,0
2.0,nres1600_sr0.7_leak0.5_ridge0.0001_wo50,,PINN,0.11671537001897114,0,0.0,0,0.3334724387013921,0,2.8571424538789434,0
2.0,nres1600_sr0.7_leak0.5_ridge0.0001_wo50,,Hybrid,0.11671537001897114,0,0.0,0,0.6002789473683379,0,5.143101095175103,0
2.0,nres1600_sr0.7_leak0.5_ridge0.0001_wo50,,MLP,0.11671537001897114,0,0.0,0,0.3334713550225388,0,2.8571331690790656,0
2.0,nres400_sr0.7_leak0.25_ridge1e-06_wo50,,PINN,0.11671525830996643,1,0.034482758620689655,1,0.3334724387013921,0,2.8571451884703283,1
2.0,nres400_sr0.7_leak0.25_ridge1e-06_wo50,,Hybrid,0.11671525830996643,1,0.034482758620689655,1,0.6002789473683379,0,5.143106017673778,1
2.0,nres400_sr0.7_leak0.25_ridge1e-06_wo50,,MLP,0.11671525830996643,1,0.034482758620689655,1,0.3334713550225388,0,2.857135903661564,1
2.0,nres400_sr0.7_leak0.5_ridge1e-06_wo50,,PINN,0.11671525830996643,0,0.0,0,0.3334724387013921,0,2.8571451884703283,0
2.0,nres400_sr0.7_leak0.5_ridge1e-06_wo50,,Hybrid,0.11671525830996643,0,0.0,0,0.6002789473683379,0,5.143106017673778,0
2.0,nres400_sr0.7_leak0.5_ridge1e-06_wo50,,MLP,0.11671525830996643,0,0.0,0,0.3334713550225388,0,2.857135903661564,0
2.0,nres1600_sr0.7_leak0.1_ridge1e-06_wo50,,PINN,0.11671525830996643,0,0.0,0,0.3334724387013921,0,2.8571451884703283,0
2.0,nres1600_sr0.7_leak0.1_ridge1e-06_wo50,,Hybrid,0.11671525830996643,0,0.0,0,0.6002789473683379,0,5.143106017673778,0
2.0,nres1600_sr0.7_leak0.1_ridge1e-06_wo50,,MLP,0.11671525830996643,0,0.0,0,0.3334713550225388,0,2.857135903661564,0
2.0,nres1600_sr0.7_leak0.1_ridge0.0001_wo50,,PINN,0.11671525830996643,0,0.0,0,0.3334724387013921,0,2.8571451884703283,0
2.0,nres1600_sr0.7_leak0.1_ridge0.0001_wo50,,Hybrid,0.11671525830996643,0,0.0,0,0.6002789473683379,0,5.143106017673778,0
2.0,nres1600_sr0.7_leak0.1_ridge0.0001_wo50,,MLP,0.11671525830996643,0,0.0,0,0.3334713550225388,0,2.857135903661564,0
2.0,nres1600_sr0.9_leak0.1_ridge1e-06_wo50,,PINN,0.11671525830996643,0,0.0,0,0.3334724387013921,0,2.8571451884703283,0
2.0,nres1600_sr0.9_leak0.1_ridge1e-06_wo50,,Hybrid,0.11671525830996643,0,0.0,0,0.6002789473683379,0,5.143106017673778,0
2.0,nres1600_sr0.9_leak0.1_ridge1e-06_wo50,,MLP,0.11671525830996643,0,0.0,0,0.3334713550225388,0,2.857135903661564,0
2.0,nres1600_sr0.9_leak0.1_ridge0.0001_wo50,,PINN,0.11671525830996643,0,0.0,0,0.3334724387013921,0,2.8571451884703283,0
2.0,nres1600_sr0.9_leak0.1_ridge0.0001_wo50,,Hybrid,0.11671525830996643,0,0.0,0,0.6002789473683379,0,5.143106017673778,0
2.0,nres1600_sr0.9_leak0.1_ridge0.0001_wo50,,MLP,0.11671525830996643,0,0.0,0,0.3334713550225388,0,2.857135903661564,0
2.0,nres1600_sr0.95_leak0.1_ridge1e-06_wo50,,PINN,0.11671525830996643,0,0.0,0,0.3334724387013921,0,2.8571451884703283,0
2.0,nres1600_sr0.95_leak0.1_ridge1e-06_wo50,,Hybrid,0.11671525830996643,0,0.0,0,0.6002789473683379,0,5.143106017673778,0
2.0,nres1600_sr0.95_leak0.1_ridge1e-06_wo50,,MLP,0.11671525830996643,0,0.0,0,0.3334713550225388,0,2.857135903661564,0
2.0,nres1600_sr0.95_leak0.1_ridge0.0001_wo50,,PINN,0.11671525830996643,0,0.0,0,0.3334724387013921,0,2.8571451884703283,0
2.0,nres1600_sr0.95_leak0.1_ridge0.0001_wo50,,Hybrid,0.11671525830996643,0,0.0,0,0.6002789473683379,0,5.143106017673778,0
2.0,nres1600_sr0.95_leak0.1_ridge0.0001_wo50,,MLP,0.11671525830996643,0,0.0,0,0.3334713550225388,0,2.857135903661564,0
2.0,nres1600_sr1.1_leak0.1_ridge0.0001_wo50,,PINN,0.11671525830996643,0,0.0,0,0.3334724387013921,0,2.8571451884703283,0
2.0,nres1600_sr1.1_leak0.1_ridge0.0001_wo50,,Hybrid,0.11671525830996643,0,0.0,0,0.6002789473683379,0,5.143106017673778,0
2.0,nres1600_sr1.1_leak0.1_ridge0.0001_wo50,,MLP,0.11671525830996643,0,0.0,0,0.3334713550225388,0,2.857135903661564,0
2.0,nres800_sr0.9_leak0.5_ridge1e-06_wo50,,PINN,0.11671512918984206,0,0.0,0,0.3334724387013921,0,2.857148349285423,0
2.0,nres800_sr0.9_leak0.5_ridge1e-06_wo50,,Hybrid,0.11671512918984206,0,0.0,0,0.6002789473683379,0,5.143111707411633,0
2.0,nres800_sr0.9_leak0.5_ridge1e-06_wo50,,MLP,0.11671512918984206,0,0.0,0,0.3334713550225388,0,2.8571390644663865,0
2.0,nres800_sr0.95_leak0.5_ridge1e-06_wo50,,PINN,0.11671512918984206,0,0.0,0,0.3334724387013921,0,2.857148349285423,0
2.0,nres800_sr0.95_leak0.5_ridge1e-06_wo50,,Hybrid,0.11671512918984206,0,0.0,0,0.6002789473683379,0,5.143111707411633,0
2.0,nres800_sr0.95_leak0.5_ridge1e-06_wo50,,MLP,0.11671512918984206,0,0.0,0,0.3334713550225388,0,2.8571390644663865,0
2.0,nres400_sr0.7_leak0.1_ridge1e-08_wo50,,PINN,0.11671508173086398,0,0.0,0,0.3334724387013921,0,2.8571495110662215,0
2.0,nres400_sr0.7_leak0.1_ridge1e-08_wo50,,Hybrid,0.11671508173086398,0,0.0,0,0.6002789473683379,0,5.143113798716562,0
2.0,nres400_sr0.7_leak0.1_ridge1e-08_wo50,,MLP,0.11671508173086398,0,0.0,0,0.3334713550225388,0,2.8571402262434096,0
2.0,nres400_sr0.9_leak0.1_ridge1e-08_wo50,,PINN,0.11671508173086398,0,0.0,0,0.3334724387013921,0,2.8571495110662215,0
2.0,nres400_sr0.9_leak0.1_ridge1e-08_wo50,,Hybrid,0.11671508173086398,0,0.0,0,0.6002789473683379,0,5.143113798716562,0
2.0,nres400_sr0.9_leak0.1_ridge1e-08_wo50,,MLP,0.11671508173086398,0,0.0,0,0.3334713550225388,0,2.8571402262434096,0
2.0,nres400_sr0.9_leak0.25_ridge1e-06_wo50,,PINN,0.11671508173086398,0,0.0,0,0.3334724387013921,0,2.8571495110662215,0
2.0,nres400_sr0.9_leak0.25_ridge1e-06_wo50,,Hybrid,0.11671508173086398,0,0.0,0,0.6002789473683379,0,5.143113798716562,0
2.0,nres400_sr0.9_leak0.25_ridge1e-06_wo50,,MLP,0.11671508173086398,0,0.0,0,0.3334713550225388,0,2.8571402262434096,0
