stage,lead_s,seed,config_id,name,n_res,sr,leak,ridge,washout,n_clips,median,q1,q3,mean,n_censored,cens_rate,median_estimable,median_is_lower_bound,median_strict,n_censored_strict,n_clips_nonfinite,rms_median,median_uncens,rank_in_lead
Stage1,4.0,42,nres800_sr1.1_leak0.5_ridge0.0001_wo50,,800,1.1,0.5,0.0001,50,29,0.15006247496995684,0.1167154514812836,0.2167563807646502,0.5692038595651894,3,0.10344827586206896,1,1,0.15006247496995684,3,0,81.54096868097729,0.1333917915303573,79.0
Stage1,4.0,42,nres1600_sr0.95_leak1.0_ridge0.0001_wo50,,1600,0.95,1.0,0.0001,50,29,0.15006247496995684,0.10004570801720547,0.266777084018031,0.3771699536180182,1,0.034482758620689655,1,1,0.15006247496995684,1,0,86.64177297185675,0.1500623057028605,79.0
Stage1,4.0,42,nres1600_sr0.9_leak1.0_ridge1e-08_wo50,,1600,0.9,1.0,1e-08,50,29,0.15006230895836836,0.11671508173086398,0.2334309029625672,0.31737482534772476,1,0.034482758620689655,1,1,0.15006230895836836,1,0,111.20176155774011,0.14172831476123093,83.0
Stage1,4.0,42,nres800_sr0.95_leak0.25_ridge1e-08_wo50,,800,0.95,0.25,1e-08,50,29,0.15006224793968226,0.06669448774027842,0.23342994851577714,0.5605795528711898,3,0.10344827586206896,1,1,0.15006224793968226,3,0,110.12689662151871,0.1333887229477,84.0
Stage1,4.0,42,nres800_sr1.1_leak1.0_ridge0.0001_wo50,,800,1.1,1.0,0.0001,50,29,0.15006219642221197,0.1000417457305467,0.3001246179167367,0.49560982217011085,2,0.06896551724137931,1,1,0.15006219642221197,2,0,88.98841512976476,0.15006213643576416,85.0
Stage1,4.0,42,nres1600_sr0.7_leak0.1_ridge1e-08_wo50,,1600,0.7,0.1,1e-08,50,29,0.15006213643576416,0.08336810967534802,0.23343070160785828,0.5053837193248774,2,0.06896551724137931,1,1,0.15006213643576416,2,0,125.00954970778598,0.1333943205640935,86.0
Stage1,4.0,42,nres1600_sr0.7_leak1.0_ridge1e-08_wo50,,1600,0.7,1.0,1e-08,50,29,0.15006213643576416,0.10004146428147465,0.20008329995994245,0.232281925810916,0,0.0,1,0,0.15006213643576416,0,0,117.58169451270294,0.15006213643576416,86.0
Stage1,4.0,42,nres1600_sr0.7_leak1.0_ridge0.0001_wo50,,1600,0.7,1.0,0.0001,50,29,0.15006213643576416,0.11671999268673972,0.2834629311986987,0.3909687512609917,1,0.034482758620689655,1,1,0.15006213643576416,1,0,96.02917835509889,0.14172572600931233,86.0
Stage1,4.0,42,nres1600_sr1.1_leak1.0_ridge1e-08_wo50,,1600,1.1,1.0,1e-08,50,29,0.15006213643576416,0.11671522349675456,0.23343025837968412,0.45018876107246525,2,0.06896551724137931,1,1,0.15006213643576416,2,0,90.83545926219064,0.1333889943073956,86.0
Stage1,4.0,42,nres1600_sr1.1_leak1.0_ridge1e-06_wo50,,1600,1.1,1.0,1e-06,50,29,0.15006213643576416,0.11671522349675456,0.23343025837968412,0.4496138097210931,2,0.06896551724137931,1,1,0.15006213643576416,2,0,85.31577870782567,0.1333889943073956,86.0
Stage1,4.0,42,nres400_sr0.95_leak0.5_ridge1e-06_wo50,,400,0.95,0.5,1e-06,50,29,0.1333943205640935,0.0833683160652754,0.18340959138731705,0.5421804930863238,3,0.10344827586206896,1,1,0.1333943205640935,3,0,94.14539017806254,0.1250522500442912,91.0
Stage1,4.0,42,nres1600_sr0.95_leak0.1_ridge1e-08_wo50,,1600,0.95,0.1,1e-08,50,29,0.1333943205640935,0.08336830835119713,0.23343070160785828,0.5013592278228367,2,0.06896551724137931,1,1,0.1333943205640935,2,0,115.94428970519093,0.13339427735627396,91.0
Stage1,4.0,42,nres1600_sr0.95_leak1.0_ridge1e-08_wo50,,1600,0.95,1.0,1e-08,50,29,0.1333943205640935,0.11671508173086398,0.21675760497601004,0.31737480042588806,1,0.034482758620689655,1,1,0.1333943205640935,1,0,109.43947597124333,0.13339182483565537,91.0
Stage1,4.0,42,nres400_sr0.7_leak0.25_ridge1e-08_wo50,,400,0.7,0.25,1e-08,50,29,0.13339427735627396,0.08336801678339611,0.2667781748143625,0.5703533047502807,3,0.10344827586206896,1,1,0.13339427735627396,3,0,118.44813348764232,0.1333890987790909,94.0
Stage1,4.0,42,nres800_sr0.9_leak0.25_ridge1e-08_wo50,,800,0.9,0.25,1e-08,50,29,0.13339427735627396,0.06669448774027842,0.23343074003794229,0.5623043837835213,3,0.10344827586206896,1,1,0.13339427735627396,3,0,106.05377953959592,0.1333887229477,94.0
Stage1,4.0,42,nres1600_sr0.9_leak0.1_ridge1e-08_wo50,,1600,0.9,0.1,1e-08,50,29,0.13339427735627396,0.10004173161041763,0.23343070160785828,0.5002093507986212,2,0.06896551724137931,1,1,0.13339427735627396,2,0,112.7289195644565,0.13338856572067925,94.0
Stage1,4.0,42,nres400_sr0.7_leak0.1_ridge1e-08_wo50,,400,0.7,0.1,1e-08,50,29,0.13338932910721724,0.08337142334767123,0.2667779446946952,0.47261119078299885,2,0.06896551724137931,1,1,0.13338932910721724,2,0,127.77305918555629,0.1333887190741052,97.0
Stage1,4.0,42,nres400_sr0.9_leak0.5_ridge1e-06_wo50,,400,0.9,0.5,1e-06,50,29,0.13338932910721724,0.0833683160652754,0.18340959138731705,0.547355135832687,3,0.10344827586206896,1,1,0.13338932910721724,3,0,101.75201132945152,0.1250522500442912,97.0
Stage1,4.0,42,nres800_sr0.9_leak0.5_ridge1e-06_wo50,,800,0.9,0.5,1e-06,50,29,0.13338932910721724,0.10004149862645484,0.2667781748143625,0.5657544130269739,3,0.10344827586206896,1,1,0.13338932910721724,3,0,83.72892500992744,0.12505236132580144,97.0
Stage1,4.0,42,nres800_sr0.95_leak0.5_ridge1e-06_wo50,,800,0.95,0.5,1e-06,50,29,0.13338932910721724,0.10004162014007534,0.2667781748143625,0.5594295851769616,3,0.10344827586206896,1,1,0.13338932910721724,3,0,83.1438686212501,0.11671568973960511,97.0
Stage1,4.0,42,nres800_sr0.95_leak1.0_ridge0.0001_wo50,,800,0.95,1.0,0.0001,50,29,0.13338932910721724,0.11671508173086398,0.23343126689724158,0.38234448665194154,1,0.034482758620689655,1,1,0.13338932910721724,1,0,79.56398757822402,0.1333892415470963,97.0
Stage1,4.0,42,nres1600_sr1.1_leak0.1_ridge1e-08_wo50,,1600,1.1,0.1,1e-08,50,29,0.13338932910721724,0.08336830835119713,0.20008347113947167,0.5709283378186536,3,0.10344827586206896,1,1,0.13338932910721724,3,0,109.91415782394675,0.12505429810713053,97.0
Stage1,4.0,42,nres400_sr0.9_leak1.0_ridge0.0001_wo50,,400,0.9,1.0,0.0001,50,29,0.13338929536985233,0.10004142429050944,0.18341030892643317,0.3668201194671575,1,0.034482758620689655,1,1,0.13338929536985233,1,0,93.75991567629235,0.13338913806475006,103.0
Stage1,4.0,42,nres800_sr1.1_leak1.0_ridge1e-06_wo50,,800,1.1,1.0,1e-06,50,29,0.1333892933619154,0.1000417457305467,0.3167995765033993,0.48238607976550063,2,0.06896551724137931,1,1,0.1333892933619154,2,0,96.88439533172514,0.13338898075964778,104.0
Stage1,4.0,42,nres400_sr0.9_leak0.1_ridge1e-08_wo50,,400,0.9,0.1,1e-08,50,29,0.13338915398697537,0.08336810771709224,0.2501035162669041,0.46571222112942795,2,0.06896551724137931,1,1,0.13338915398697537,2,0,118.99925024005556,0.11671504166172042,105.0
Stage1,4.0,42,nres800_sr0.7_leak0.5_ridge1e-06_wo50,,800,0.7,0.5,1e-06,50,29,0.13338915398697537,0.10004197002143655,0.25010453888846484,0.5548303244679503,2,0.06896551724137931,1,1,0.13338915398697537,2,0,88.86450420400617,0.1333889943073956,105.0
Stage1,4.0,42,nres800_sr0.9_leak1.0_ridge0.0001_wo50,,800,0.9,1.0,0.0001,50,29,0.13338915398697537,0.11671522349675456,0.21675726703666953,0.3840693415648365,1,0.034482758620689655,1,1,0.13338915398697537,1,0,86.80773682492374,0.13338906737331158,105.0
Stage1,4.0,42,nres400_sr0.95_leak0.1_ridge1e-08_wo50,,400,0.95,0.1,1e-08,50,29,0.13338898075964778,0.08336810771709224,0.2501143510576753,0.4812355888695592,2,0.06896551724137931,1,1,0.13338898075964778,2,0,116.16906994924977,0.11671519451920176,108.0
Stage1,4.0,42,nres400_sr0.95_leak1.0_ridge0.0001_wo50,,400,0.95,1.0,0.0001,50,29,0.13338898075964778,0.08337142334767123,0.20008363111077188,0.3650952667844301,1,0.034482758620689655,1,1,0.13338898075964778,1,0,101.66820765023542,0.1250545056266148,108.0
Stage1,4.0,42,nres800_sr1.1_leak1.0_ridge1e-08_wo50,,800,1.1,1.0,1e-08,50,29,0.13338898075964778,0.1000417457305467,0.33347323842463084,0.3834944504745271,1,0.034482758620689655,1,1,0.13338898075964778,1,0,97.18478205846286,0.13338877324016352,108.0
Stage1,4.0,42,nres400_sr1.1_leak0.5_ridge0.0001_wo50,,400,1.1,0.5,0.0001,50,29,0.13338886663996163,0.10004197927833047,0.2834510280324736,0.5048085703119356,2,0.06896551724137931,1,1,0.13338886663996163,2,0,77.11464588996334,0.13338866483527312,111.0
Stage1,4.0,42,nres400_sr1.1_leak1.0_ridge0.0001_wo50,,400,1.1,1.0,0.0001,50,29,0.13338886663996163,0.0833679155220457,0.20009298245611262,0.37716906801873074,1,0.034482758620689655,1,1,0.13338886663996163,1,0,93.99966497570556,0.12505444856677173,111.0
Stage1,4.0,42,nres800_sr0.7_leak1.0_ridge0.0001_wo50,,800,0.7,1.0,0.0001,50,29,0.13338879373623058,0.11671535816469181,0.21675760497601004,0.4375399112355267,1,0.034482758620689655,1,1,0.13338879373623058,1,0,96.73399607687708,0.13338872928575185,113.0
Stage1,4.0,42,nres800_sr0.7_leak0.25_ridge1e-08_wo50,,800,0.7,0.25,1e-08,50,29,0.1333887190741052,0.08336801678339611,0.25010453888846484,0.5548299071915809,3,0.10344827586206896,1,1,0.1333887190741052,3,0,122.20252949196151,0.11671554918158922,114.0
Stage1,4.0,42,nres800_sr1.1_leak0.25_ridge1e-08_wo50,,800,1.1,0.25,1e-08,50,29,0.13338866483527312,0.08336810771709224,0.20008347113947167,0.5398806896824188,3,0.10344827586206896,1,1,0.13338866483527312,3,0,107.83371725449305,0.12505430586435295,115.0
Stage1,4.0,42,nres1600_sr0.7_leak0.5_ridge1e-08_wo50,,1600,0.7,0.5,1e-08,50,29,0.13338866483527312,0.08336830835119713,0.20008281301352326,0.4036181605132924,0,0.0,1,0,0.13338866483527312,0,0,127.64308828986023,0.13338866483527312,115.0
Stage1,4.0,42,nres400_sr0.7_leak1.0_ridge1e-06_wo50,,400,0.7,1.0,1e-06,50,29,0.11672003049358182,0.08336830835119713,0.16673661921231542,0.3340482078773572,1,0.034482758620689655,1,1,0.11672003049358182,1,0,117.11106886202623,0.11671787941889455,117.0
Stage1,4.0,42,nres400_sr0.9_leak1.0_ridge1e-06_wo50,,400,0.9,1.0,1e-06,50,29,0.11672003049358182,0.08336812144212224,0.16673603356679223,0.3081749861769421,1,0.034482758620689655,1,1,0.11672003049358182,1,0,115.76924199151867,0.11671784081429237,117.0
Stage1,4.0,42,nres400_sr1.1_leak0.5_ridge1e-06_wo50,,400,1.1,0.5,1e-06,50,29,0.11672003049358182,0.0666947019109756,0.16673599217028823,0.5370058696143283,3,0.10344827586206896,1,1,0.11672003049358182,3,0,87.12806303349983,0.11671535758974239,117.0
Stage1,4.0,42,nres400_sr0.95_leak1.0_ridge1e-08_wo50,,400,0.95,1.0,1e-08,50,29,0.11671999268673972,0.06669465285222032,0.16673621935069605,0.20928331581818851,0,0.0,1,0,0.11671999268673972,0,0,117.38395317386689,0.11671999268673972,120.0
Stage1,4.0,42,nres800_sr0.9_leak0.5_ridge1e-08_wo50,,800,0.9,0.5,1e-08,50,29,0.11671999268673972,0.08336801678339611,0.23342994851577714,0.4415647852252232,2,0.06896551724137931,1,1,0.11671999268673972,2,0,117.82244589023686,0.11671566296881508,120.0
Stage1,4.0,42,nres400_sr0.7_leak0.5_ridge1e-08_wo50,,400,0.7,0.5,1e-08,50,29,0.11671572834420729,0.06669465779143025,0.18340999518487422,0.4622621739210594,2,0.06896551724137931,1,1,0.11671572834420729,2,0,123.0666075361082,0.11671519451920176,122.0
Stage1,4.0,42,nres800_sr0.7_leak1.0_ridge1e-06_wo50,,800,0.7,1.0,1e-06,50,29,0.11671572834420729,0.10004162014007534,0.16673570715084907,0.5387310863840861,3,0.10344827586206896,1,1,0.11671572834420729,3,0,113.35317571264322,0.11671558043680319,122.0
Stage1,4.0,42,nres800_sr0.95_leak0.5_ridge1e-08_wo50,,800,0.95,0.5,1e-08,50,29,0.11671572834420729,0.08336788690122887,0.2167563807646502,0.43581506467940523,2,0.06896551724137931,1,1,0.11671572834420729,2,0,111.74048027486523,0.11671564249138555,122.0
Stage1,4.0,42,nres400_sr0.95_leak0.25_ridge1e-08_wo50,,400,0.95,0.25,1e-08,50,29,0.11671566296881508,0.08336830835119713,0.21675641929610379,0.4737611163020709,2,0.06896551724137931,1,1,0.11671566296881508,2,0,117.1075098989352,0.11671519451920176,125.0
Stage1,4.0,42,nres400_sr1.1_leak0.1_ridge1e-08_wo50,,400,1.1,0.1,1e-08,50,29,0.11671566296881508,0.08337142334767123,0.20008284858101888,0.4858350344322737,2,0.06896551724137931,1,1,0.11671566296881508,2,0,110.81673596510292,0.11671550973860345,125.0
Stage1,4.0,42,nres800_sr0.9_leak1.0_ridge1e-08_wo50,,800,0.9,1.0,1e-08,50,29,0.11671566296881508,0.10004197002143655,0.20008329995994245,0.31564988676775535,0,0.0,1,0,0.11671566296881508,0,0,95.91951717227035,0.11671566296881508,125.0
Stage1,4.0,42,nres800_sr0.9_leak1.0_ridge1e-06_wo50,,800,0.9,1.0,1e-06,50,29,0.11671566296881508,0.10004197002143655,0.21675690828993766,0.25125530518941397,0,0.0,1,0,0.11671566296881508,0,0,100.6719335408319,0.11671566296881508,125.0
Stage1,4.0,42,nres800_sr0.95_leak1.0_ridge1e-08_wo50,,800,0.95,1.0,1e-08,50,29,0.11671565113500293,0.10004162014007534,0.28345065176915796,0.35244687266059954,1,0.034482758620689655,1,1,0.11671565113500293,1,0,105.901636643574,0.11671564681319424,129.0
Stage1,4.0,42,nres800_sr0.95_leak1.0_ridge1e-06_wo50,,800,0.95,1.0,1e-06,50,29,0.11671565113500293,0.10004146428147465,0.21675690828993766,0.32657398736195586,0,0.0,1,0,0.11671565113500293,0,0,101.70516578024298,0.11671565113500293,129.0
Stage1,4.0,42,nres400_sr0.9_leak0.25_ridge1e-08_wo50,,400,0.9,0.25,1e-08,50,29,0.11671564249138555,0.08336830835119713,0.21675641929610379,0.5450549826832943,2,0.06896551724137931,1,1,0.11671564249138555,2,0,116.55879333722412,0.11671537001897114,131.0
Stage1,4.0,42,nres400_sr1.1_leak1.0_ridge1e-08_wo50,,400,1.1,1.0,1e-08,50,29,0.11671563344862079,0.0833679155220457,0.1667358988426315,0.2851769442575752,1,0.034482758620689655,1,1,0.11671563344862079,1,0,113.86328426905239,0.11671544587929361,132.0
Stage1,4.0,42,nres400_sr1.1_leak1.0_ridge1e-06_wo50,,400,1.1,1.0,1e-06,50,29,0.11671563344862079,0.06669713867813698,0.18340948872689466,0.35819572718110443,1,0.034482758620689655,1,1,0.11671563344862079,1,0,111.65932076264991,0.11671557159361212,132.0
Stage1,4.0,42,nres1600_sr0.9_leak0.25_ridge1e-08_wo50,,1600,0.9,0.25,1e-08,50,29,0.1167154514812836,0.06669448774027842,0.21675760497601004,0.5864536064700334,3,0.10344827586206896,1,1,0.1167154514812836,3,0,113.94216465348069,0.10838039487403472,134.0
Stage1,4.0,42,nres1600_sr0.95_leak0.25_ridge1e-08_wo50,,1600,0.95,0.25,1e-08,50,29,0.1167154514812836,0.06669448774027842,0.21675760497601004,0.5663294137144528,3,0.10344827586206896,1,1,0.1167154514812836,3,0,109.52018792424764,0.10838039487403472,134.0
Stage1,4.0,42,nres400_sr0.9_leak0.5_ridge1e-08_wo50,,400,0.9,0.5,1e-08,50,29,0.11671537001897114,0.06669465779143025,0.20009298245611262,0.5358561331183499,3,0.10344827586206896,1,1,0.11671537001897114,3,0,121.32154362384716,0.10837850659455484,136.0
Stage1,4.0,42,nres800_sr0.7_leak0.5_ridge1e-08_wo50,,800,0.7,0.5,1e-08,50,29,0.11671537001897114,0.08337142334767123,0.21675726703666953,0.4680116765940308,2,0.06896551724137931,1,1,0.11671537001897114,2,0,119.40500698705016,0.11671519451920176,136.0
Stage1,4.0,42,nres800_sr0.7_leak1.0_ridge1e-08_wo50,,800,0.7,1.0,1e-08,50,29,0.11671537001897114,0.0833683222392878,0.1500685620258082,0.2374564303119733,0,0.0,1,0,0.11671537001897114,0,0,117.24492097783273,0.11671537001897114,136.0
Stage1,4.0,42,nres1600_sr1.1_leak0.25_ridge1e-08_wo50,,1600,1.1,0.25,1e-08,50,29,0.11671537001897114,0.08336799608514411,0.3501469003458624,0.5663291868193865,3,0.10344827586206896,1,1,0.11671537001897114,3,0,93.47232098042731,0.1167150616962922,136.0
Stage1,4.0,42,nres400_sr0.9_leak1.0_ridge1e-08_wo50,,400,0.9,1.0,1e-08,50,29,0.11671535354548723,0.08336830835119713,0.1500629952456194,0.2581541969565981,0,0.0,1,0,0.11671535354548723,0,0,123.56471834624855,0.11671535354548723,140.0
Stage1,4.0,42,nres400_sr0.95_leak1.0_ridge1e-06_wo50,,400,0.95,1.0,1e-06,50,29,0.11671512918984206,0.08336810771709224,0.16673661670239426,0.3076000292212413,1,0.034482758620689655,1,1,0.11671512918984206,1,0,119.40255773137307,0.11671510546035302,141.0
Stage1,4.0,42,nres800_sr1.1_leak0.5_ridge1e-08_wo50,,800,1.1,0.5,1e-08,50,29,0.11671508173086398,0.08336822124185961,0.25010384826394727,0.4174167785586221,1,0.034482758620689655,1,1,0.11671508173086398,1,0,90.84589879970596,0.11671503836822916,142.0
Stage1,4.0,42,nres400_sr1.1_leak0.25_ridge1e-08_wo50,,400,1.1,0.25,1e-08,50,29,0.11671504166172042,0.08336817962948828,0.18341008673209114,0.5404556053123828,3,0.10344827586206896,1,1,0.11671504166172042,3,0,103.40815452229884,0.10004384364776797,143.0
Stage1,4.0,42,nres1600_sr0.7_leak0.25_ridge1e-08_wo50,,1600,0.7,0.25,1e-08,50,29,0.11671504166172042,0.0666944861736738,0.3001254466661578,0.5439060499500745,2,0.06896551724137931,1,1,0.11671504166172042,2,0,119.02248657260716,0.10004570801720547,143.0
