trial,model,level,rep,sigma_theta_deg,sigma_omega,dth1_deg,dw1,dth2_deg,dw2,horizon_s,censored
12,Analytic,th1.0,13,1.0,0.0,-1.7643018986705292,-0.0,-0.7312531222286028,0.0,0.9166666666666666,0
12,Analytic,th1.0,14,1.0,0.0,-0.2852170627456161,-0.0,-0.6420307484176418,0.0,10.0,1
12,Analytic,th1.0,15,1.0,0.0,-0.5726288078312842,-0.0,-0.6607853053520069,0.0,3.3666666666666667,0
12,Analytic,th1.0,16,1.0,0.0,-1.636451746897749,0.0,-0.82118480389711,0.0,0.925,0
12,Analytic,th1.0,17,1.0,0.0,-1.323119186609059,-0.0,-0.8314157049611989,-0.0,0.9416666666666667,0
12,Analytic,th1.0,18,1.0,0.0,1.633177278355635,-0.0,-0.2755262988641813,-0.0,0.5583333333333333,0
12,Analytic,th1.0,19,1.0,0.0,0.15202596187360004,-0.0,0.5204081528315719,0.0,10.0,1
12,Analytic,w0.03,0,0.0,0.03,0.0,-0.010167787009986894,-0.0,0.013899544681391537,10.0,1
12,Analytic,w0.03,1,0.0,0.03,0.0,-0.0014353711745333827,-0.0,-0.006880124075339234,10.0,1
12,Analytic,w0.03,2,0.0,0.03,0.0,-0.01729806097404461,-0.0,-0.03478706699548445,10.0,1
12,Analytic,w0.03,3,0.0,0.03,-0.0,0.04569346373665731,-0.0,0.01900473594553954,9.725,0
12,Analytic,w0.03,4,0.0,0.03,-0.0,0.028983120244066102,-0.0,-0.013194715434621144,9.733333333333333,0
12,Analytic,w0.03,5,0.0,0.03,-0.0,-0.021805834963338017,0.0,-0.034299121630144556,10.0,1
12,Analytic,w0.03,6,0.0,0.03,-0.0,-0.007301419038181718,0.0,-0.03547479940959477,10.0,1
12,Analytic,w0.03,7,0.0,0.03,-0.0,0.04880933420051898,0.0,-0.021409585675370966,6.55,0
12,Analytic,w0.03,8,0.0,0.03,-0.0,0.03493078611523446,0.0,-0.02614214073673619,7.708333333333333,0
12,Analytic,w0.03,9,0.0,0.03,0.0,0.01193332168041778,0.0,0.023673382621842952,10.0,1
12,Analytic,w0.03,10,0.0,0.03,-0.0,-0.027708959257775393,-0.0,-0.05652452156660261,10.0,1
12,Analytic,w0.03,11,0.0,0.03,0.0,0.003136462615391984,-0.0,0.01438726730206569,10.0,1
12,Analytic,w0.03,12,0.0,0.03,0.0,0.0008646056580764906,-0.0,-0.07463429103431359,9.733333333333333,0
12,Analytic,w0.03,13,0.0,0.03,-0.0,-0.04517501360946112,-0.0,0.02063552753031252,6.558333333333334,0
12,Analytic,w0.03,14,0.0,0.03,-0.0,-0.05620460797614659,-0.0,0.020943580801298614,6.55,0
12,Analytic,w0.03,15,0.0,0.03,-0.0,-0.016346128529706388,-0.0,0.004456058751336593,10.0,1
12,Analytic,w0.03,16,0.0,0.03,-0.0,0.05341361284179478,-0.0,0.0053471383092377625,7.325,0
12,Analytic,w0.03,17,0.0,0.03,-0.0,-0.0033172000937364086,-0.0,-0.03588277646638129,10.0,1
12,Analytic,w0.03,18,0.0,0.03,0.0,-0.07200486496043741,-0.0,-0.00018341798055019042,6.541666666666667,0
12,Analytic,w0.03,19,0.0,0.03,0.0,-0.05032630040112762,0.0,0.00937241246005598,6.558333333333334,0
12,Analytic,w0.09,0,0.0,0.09,0.0,-0.030503361029960683,-0.0,0.041698634044174614,6.941666666666666,0
12,Analytic,w0.09,1,0.0,0.09,0.0,-0.004306113523600148,-0.0,-0.0206403722260177,10.0,1
12,Analytic,w0.09,2,0.0,0.09,0.0,-0.05189418292213383,-0.0,-0.10436120098645335,10.0,1
12,Analytic,w0.09,3,0.0,0.09,-0.0,0.13708039120997192,-0.0,0.05701420783661862,4.133333333333334,0
12,Analytic,w0.09,4,0.0,0.09,-0.0,0.0869493607321983,-0.0,-0.039584146303863435,4.516666666666667,0
12,Analytic,w0.09,5,0.0,0.09,-0.0,-0.06541750489001405,0.0,-0.10289736489043366,10.0,1
12,Analytic,w0.09,6,0.0,0.09,-0.0,-0.021904257114545155,0.0,-0.10642439822878431,10.0,1
12,Analytic,w0.09,7,0.0,0.09,-0.0,0.14642800260155694,0.0,-0.0642287570261129,3.3583333333333334,0
12,Analytic,w0.09,8,0.0,0.09,-0.0,0.10479235834570337,0.0,-0.07842642221020857,3.7333333333333334,0
12,Analytic,w0.09,9,0.0,0.09,0.0,0.03579996504125334,0.0,0.07102014786552886,10.0,1
12,Analytic,w0.09,10,0.0,0.09,-0.0,-0.08312687777332618,-0.0,-0.16957356469980783,10.0,1
12,Analytic,w0.09,11,0.0,0.09,0.0,0.009409387846175952,-0.0,0.04316180190619707,10.0,1
12,Analytic,w0.09,12,0.0,0.09,0.0,0.002593816974229472,-0.0,-0.22390287310294074,3.75,0
12,Analytic,w0.09,13,0.0,0.09,-0.0,-0.13552504082838335,-0.0,0.061906582590937564,3.3583333333333334,0
12,Analytic,w0.09,14,0.0,0.09,-0.0,-0.16861382392843977,-0.0,0.06283074240389584,3.35,0
12,Analytic,w0.09,15,0.0,0.09,-0.0,-0.04903838558911917,-0.0,0.013368176254009781,6.558333333333334,0
12,Analytic,w0.09,16,0.0,0.09,-0.0,0.16024083852538432,-0.0,0.01604141492771329,3.3583333333333334,0
12,Analytic,w0.09,17,0.0,0.09,-0.0,-0.009951600281209226,-0.0,-0.10764832939914389,9.725,0
12,Analytic,w0.09,18,0.0,0.09,0.0,-0.21601459488131225,-0.0,-0.0005502539416505712,2.9583333333333335,0
12,Analytic,w0.09,19,0.0,0.09,0.0,-0.15097890120338286,0.0,0.02811723738016794,3.3583333333333334,0
12,Analytic,w0.2,0,0.0,0.2,0.0,-0.06778524673324597,-0.0,0.09266363120927693,3.75,0
12,Analytic,w0.2,1,0.0,0.2,0.0,-0.009569141163555886,-0.0,-0.045867493835594894,10.0,1
12,Analytic,w0.2,2,0.0,0.2,0.0,-0.11532040649363073,-0.0,-0.23191377996989637,10.0,1
12,Analytic,w0.2,3,0.0,0.2,-0.0,0.30462309157771544,-0.0,0.12669823963693028,2.941666666666667,0
12,Analytic,w0.2,4,0.0,0.2,-0.0,0.19322080162710736,-0.0,-0.08796476956414097,3.341666666666667,0
12,Analytic,w0.2,5,0.0,0.2,-0.0,-0.1453722330889201,0.0,-0.22866081086763038,8.5,0
12,Analytic,w0.2,6,0.0,0.2,-0.0,-0.048676126921211454,0.0,-0.2364986627306318,6.541666666666667,0
12,Analytic,w0.2,7,0.0,0.2,-0.0,0.3253955613367932,0.0,-0.14273057116913979,2.933333333333333,0
12,Analytic,w0.2,8,0.0,0.2,-0.0,0.23287190743489639,0.0,-0.17428093824490795,2.95,0
12,Analytic,w0.2,9,0.0,0.2,0.0,0.07955547786945187,0.0,0.15782255081228636,10.0,1
12,Analytic,w0.2,10,0.0,0.2,-0.0,-0.18472639505183597,-0.0,-0.3768301437773508,5.733333333333333,0
12,Analytic,w0.2,11,0.0,0.2,0.0,0.020909750769279895,-0.0,0.09591511534710462,10.0,1
12,Analytic,w0.2,12,0.0,0.2,0.0,0.005764037720509938,-0.0,-0.4975619402287572,3.341666666666667,0
12,Analytic,w0.2,13,0.0,0.2,-0.0,-0.30116675739640747,-0.0,0.1375701835354168,2.1083333333333334,0
12,Analytic,w0.2,14,0.0,0.2,-0.0,-0.37469738650764395,-0.0,0.13962387200865742,1.725,0
12,Analytic,w0.2,15,0.0,0.2,-0.0,-0.10897419019804261,-0.0,0.02970705834224396,3.75,0
12,Analytic,w0.2,16,0.0,0.2,-0.0,0.35609075227863185,-0.0,0.03564758872825175,2.525,0
12,Analytic,w0.2,17,0.0,0.2,-0.0,-0.02211466729157606,-0.0,-0.23921850977587533,4.516666666666667,0
12,Analytic,w0.2,18,0.0,0.2,0.0,-0.4800324330695828,-0.0,-0.0012227865370012696,1.725,0
12,Analytic,w0.2,19,0.0,0.2,0.0,-0.3355086693408509,0.0,0.06248274973370654,2.1083333333333334,0
12,Analytic,joint_0.45_0.09,0,0.45,0.09,0.5860603362645044,-0.030503361029960683,-0.3427684987560424,0.041698634044174614,1.3416666666666666,0
12,Analytic,joint_0.45_0.09,1,0.45,0.09,0.19306588450392384,-0.004306113523600148,-0.182985031381758,-0.0206403722260177,3.75,0
12,Analytic,joint_0.45_0.09,2,0.45,0.09,0.3882943031448558,-0.05189418292213383,-0.7463101927858337,-0.10436120098645335,1.7166666666666666,0
12,Analytic,joint_0.45_0.09,3,0.45,0.09,-0.6944179078199949,0.13708039120997192,-0.23284279190633997,0.05701420783661862,1.7,0
12,Analytic,joint_0.45_0.09,4,0.45,0.09,-0.040493528144252826,0.0869493607321983,-0.009056933151193694,-0.039584146303863435,3.7416666666666667,0
12,Analytic,joint_0.45_0.09,5,0.45,0.09,-0.28295446877235086,-0.06541750489001405,1.289636346494376,-0.10289736489043366,1.325,0
12,Analytic,joint_0.45_0.09,6,0.45,0.09,-0.2580694508175441,-0.021904257114545155,0.4147081010850738,-0.10642439822878431,1.725,0
12,Analytic,joint_0.45_0.09,7,0.45,0.09,-0.7446378667301986,0.14642800260155694,0.3175123054551699,-0.0642287570261129,1.3166666666666667,0
12,Analytic,joint_0.45_0.09,8,0.45,0.09,-0.5114226244959456,0.10479235834570337,0.6820974439257134,-0.07842642221020857,1.325,0
12,Analytic,joint_0.45_0.09,9,0.45,0.09,0.37688470179133593,0.03579996504125334,0.3815059913963029,0.07102014786552886,3.75,0
12,Analytic,joint_0.45_0.09,10,0.45,0.09,-0.3409895987719841,-0.08312687777332618,-0.10985490445116805,-0.16957356469980783,3.3666666666666667,0
12,Analytic,joint_0.45_0.09,11,0.45,0.09,0.053151231343548384,0.009409387846175952,-0.8779672335302134,0.04316180190619707,3.35,0
12,Analytic,joint_0.45_0.09,12,0.45,0.09,0.6916589678765356,0.002593816974229472,-0.5067329346984203,-0.22390287310294074,1.3333333333333333,0
12,Analytic,joint_0.45_0.09,13,0.45,0.09,-0.7939358544017382,-0.13552504082838335,-0.3290639050028713,0.061906582590937564,1.7083333333333333,0
12,Analytic,joint_0.45_0.09,14,0.45,0.09,-0.12834767823552726,-0.16861382392843977,-0.28891383678793886,0.06283074240389584,3.35,0
12,Analytic,joint_0.45_0.09,15,0.45,0.09,-0.25768296352407793,-0.04903838558911917,-0.29735338740840306,0.013368176254009781,10.0,1
12,Analytic,joint_0.45_0.09,16,0.45,0.09,-0.7364032861039871,0.16024083852538432,-0.3695331617536995,0.01604141492771329,1.6916666666666667,0
12,Analytic,joint_0.45_0.09,17,0.45,0.09,-0.5954036339740766,-0.009951600281209226,-0.37413706723253953,-0.10764832939914389,1.7083333333333333,0
12,Analytic,joint_0.45_0.09,18,0.45,0.09,0.7349297752600358,-0.21601459488131225,-0.12398683448888159,-0.0005502539416505712,1.325,0
12,Analytic,joint_0.45_0.09,19,0.45,0.09,0.06841168284312002,-0.15097890120338286,0.2341836687742074,0.02811723738016794,3.3666666666666667,0
12,Analytic,det_joint_0.45_0.09,0,0.45,0.09,0.45,0.09,0.45,0.09,4.533333333333333,0
13,PINN,clean,0,0.0,0.0,0.0,0.0,0.0,0.0,3.808333333333333,0
13,PINN,th0.1,0,0.1,0.0,-0.09530139207989764,-0.0,0.1594121442370872,-0.0,3.191666666666667,0
13,PINN,th0.1,1,0.1,0.0,0.037183457859578974,0.0,-0.0320680030750455,-0.0,3.8333333333333335,0
13,PINN,th0.1,2,0.1,0.0,0.14413392709805978,-0.0,-0.007818486833815447,-0.0,4.075,0
13,PINN,th0.1,3,0.1,0.0,-0.08315414084272152,0.0,-0.18476844773991383,0.0,4.058333333333334,0
13,PINN,th0.1,4,0.1,0.0,0.09376023549867885,0.0,0.03233246937330273,0.0,3.8333333333333335,0
13,PINN,th0.1,5,0.1,0.0,0.07193867330700134,-0.0,-0.03615541692868691,0.0,4.058333333333334,0
