frame,t,x_m1_px,y_m1_px,x_m2_px,y_m2_px,area_m1,area_m2,th1,th2,w1,w2
0,0.0,1336.8175,423.3875,1525.9732620320856,101.35828877005348,400,187,0.9012278025817644,2.6104990673192447,-0.0061768454864141,0.0328134783469458
1,0.0166736661384046,1336.8629441624366,423.47969543147207,1525.8260869565215,101.375,394,184,0.9011248119223352,2.6110461883020415,-0.0128716642136457,0.0568571661795337
2,0.0333473322768093,1336.7752525252524,423.58838383838383,1525.2171428571428,101.37714285714286,396,175,0.9007985669182764,2.612395102132151,-0.0331744890178726,0.0317454064558176
3,0.0500209984152139,1336.6192893401014,423.8908629441625,1525.2359550561798,101.59550561797752,394,178,0.9000185312139429,2.612104812919386,-0.0305529848773802,-0.0126008350469441
4,0.0666946645536186,1336.5507614213195,423.9670050761422,1524.9322033898304,102.16949152542372,394,177,0.899779706379522,2.6119748978988757,-0.0309684292912703,-0.0033055123023331
5,0.0833683306920232,1336.489847715736,424.3527918781726,1524.5197740112994,103.14124293785312,394,177,0.8989858167122761,2.611994582902295,-0.0724496113756377,0.0201554089621543
6,0.1000419968304278,1335.7587939698492,424.65829145728645,1523.4829545454545,103.48863636363636,398,176,0.8973637051156529,2.6126470270187117,-0.0959934646419986,0.0012176696265377
7,0.1167156629688325,1335.22,425.0925,1523.0944444444444,104.11666666666666,400,180,0.8957846907504572,2.6120351889359346,-0.132822294069956,0.0031054799072165
8,0.1333893291072372,1334.2544529262086,425.88040712468194,1521.553672316384,105.36158192090396,393,177,0.892934435941534,2.612750586489057,-0.1321324975869221,2.7879457781280235e-05
9,0.1500629952456418,1333.87841191067,426.4317617866005,1521.3823529411766,106.08823529411764,403,170,0.8913784244488614,2.612036118641477,-0.0941265761742985,-0.0207499884153591
10,0.1667366613840465,1333.4798994974874,426.97989949748745,1521.0591715976332,106.49112426035504,398,169,0.8897955657297713,2.6120586297306296,-0.0902452110049219,-0.0076074255443592
11,0.1834103275224511,1333.0247524752476,427.3960396039604,1520.6969696969695,106.95151515151515,404,165,0.8883689874110895,2.611782431294078,-0.0554236497649839,0.0202825090344813
12,0.2000839936608557,1333.139240506329,427.72151898734177,1520.441717791411,107.2085889570552,395,163,0.8879473348650648,2.61273499729881,-0.0168844579895157,0.0287996038316904
13,0.2167576597992604,1333.3251231527097,427.95073891625617,1520.7546012269938,107.21472392638036,406,163,0.8878059357801993,2.612742821252494,0.0185205436276963,0.0447076867274567
14,0.233431325937665,1333.535532994924,427.7030456852792,1519.9588235294118,107.6,394,170,0.8885649455873648,2.614225879383438,0.0487069415173244,-0.0215521449559653
15,0.2501049920760697,1333.697270471464,427.3573200992555,1521.060975609756,107.26219512195122,403,164,0.8894301823431646,2.61202411471337,0.0610780649506274,-0.0880155318308591
16,0.2667786582144744,1333.9345088161208,426.904282115869,1521.386503067485,107.1963190184049,397,163,0.8906017361140979,2.611290796197954,0.0747627256003997,-0.0203338262726072
17,0.283452324352879,1334.1526717557251,426.35368956743,1521.4727272727273,106.83030303030304,393,165,0.8919233197956811,2.611346035852198,0.0661893625311224,-0.0125498211495287
18,0.3001259904912837,1334.215,425.9175,1521.5521472392638,106.7116564417178,400,163,0.8928089747796134,2.6108722931420663,0.0654449061335947,0.0055535150099974
19,0.3167996566296883,1334.3908629441623,425.3477157360406,1521.3757575757577,106.26060606060608,394,165,0.8941057328263426,2.6115312307625405,0.0419078129313586,0.0211070113457924
20,0.333473322768093,1334.4030226700252,425.3022670025189,1521.3253012048192,106.28915662650604,397,166,0.8942064885424298,2.611576155662785,0.037823014891049,-0.0024406576703621
21,0.3501469889064976,1335.002538071066,425.1472081218274,1522.0963855421687,105.93373493975903,394,166,0.8953670294716252,2.611449841340233,0.0510819573933013,0.0407942052656853
22,0.3668206550449023,1335.211970074813,425.01745635910225,1521.7115384615386,105.73076923076924,401,156,0.895909935548974,2.612936533580748,0.020717566238854,0.0457057752872794
23,0.3834943211833069,1335.2945544554457,425.0024752475247,1521.822784810127,105.63924050632912,404,158,0.896057905036959,2.612974007015707,0.0047677013296262,-0.06104185543871
24,0.4001679873217115,1335.3176178660049,425.01488833746896,1522.7987804878048,105.54268292682929,403,164,0.8960689256694097,2.6109009505446403,-0.0048885364716854,-0.0708709904284693
25,0.4168416534601162,1335.2706766917292,425.0726817042607,1523.0,105.39024390243902,399,164,0.8958948853868904,2.6106106485491023,-0.0052190166540023,0.0102249495206899
26,0.4335153195985208,1335.2706766917292,425.0726817042607,1522.617283950617,105.58024691358024,399,162,0.8958948853868904,2.6112419253338204,0.0001716210776019,0.0552445636612036
27,0.4501889857369255,1335.2525,425.055,1521.9815950920245,105.73006134969326,400,163,0.8959006084919909,2.61245290737,-0.0210849343309725,-0.0013068266169867
28,0.4668626518753301,1335.0604534005038,425.2896725440806,1522.186746987952,106.20481927710844,397,166,0.8951917590757208,2.6111983461523955,-0.0285379628710096,-0.0061716338655323
29,0.4835363180137348,1334.923076923077,425.3126550868486,1521.508982035928,106.38323353293411,403,167,0.8949489435616281,2.612247099844795,-0.032886779597625,0.0280113991244381
30,0.5002099841521395,1334.560606060606,425.489898989899,1521.0119760479042,106.874251497006,396,167,0.8940950727089646,2.6121324515865365,-0.0420463378189811,-0.0276494656181548
31,0.5168836502905441,1334.3701799485862,425.6375321336761,1521.2469879518071,106.8855421686747,389,166,0.8935468103633556,2.6113250639275503,-0.0533895349301852,-0.0420265591591259
32,0.5335573164289488,1334.0151898734175,426.0278481012658,1521.1402439024391,107.28658536585364,395,164,0.8923146741475434,2.610730977953806,-0.0379347406458944,-0.0057132595781175
33,0.5502309825673534,1334.0430379746836,426.06835443037977,1520.89375,107.5,395,160,0.8922817879622024,2.611134541962015,-0.0428909921391922,-0.0260583831781104
34,0.5669046487057581,1333.6802030456852,426.5431472081218,1521.122699386503,107.8957055214724,394,163,0.8908843739809957,2.6098620003913693,-0.0673137096449109,-0.0534101763859351
35,0.5835783148441627,1333.515228426396,426.8756345177665,1520.99375,108.5375,394,160,0.8900370553198889,2.6093534550631103,-0.0514443517264171,0.5303951105349858
36,0.6002519809825674,1333.1540404040404,427.06060606060606,1512.1224489795918,110.12244897959184,396,49,0.8891688420902099,2.6275492623803745,-0.277051856245635,-8.278387830011898
37,0.616925647120972,1330.653746770026,429.6356589147287,1568.7619937694703,202.19190031152647,387,9630,0.8807981150117589,2.3332913053794093,-0.7693957964947257,-8.81248776467205
38,0.6335993132593767,1325.6735751295337,435.09067357512953,1568.9961161277795,202.48694047965824,386,10299,0.8635115448121199,2.333676304706539,-1.3368518393729425,-0.5004000902292903
39,0.6502729793977813,1317.6344086021506,443.5241935483871,1576.7740390099236,204.1318581042546,372,8767,0.8362176725193257,2.316604297299188,-1.8434044051880287,0.0106966005924078
40,0.666946645536186,1307.724233983287,454.20612813370474,1575.624530663329,197.924384647476,359,9588,0.8020389255917807,2.3340330078007265,-2.3152546796840663,-4.837955413908126
41,0.6836203116745906,1294.7920227920229,467.22222222222223,1602.2424242424242,263.8181818181818,351,66,0.7590101054104634,2.155271390571205,-2.768100082719178,-3.4389619579078516
42,0.7002939778129953,1279.376119402985,481.51940298507463,1565.1145969062177,264.94988473489025,335,39,0.7097301723578809,2.2193528007030667,-3.118873649535746,3.866387947580377
43,0.7169676439513999,1261.568389057751,496.6595744680851,1527.9867695700111,266.0815876515987,329,907,0.65500398949001,2.2842051141702187,-3.4146269705644747,-1.1541407892498938
44,0.7336413100898046,1241.2006269592478,511.6269592476489,1527.8495762711864,311.2531779661017,319,944,0.5958614721691127,2.1808652843097316,-3.552767454724167,-6.483660976665928
45,0.7503149762282092,1219.905956112853,525.4169278996865,1526.89872173058,358.8220255653884,319,1017,0.5365286726750892,2.067992317211158,-3.4842934600783835,-7.464699299471423
46,0.7669886423666138,1198.7092651757189,537.3418530351438,1524.159563924678,414.4172447968285,313,1009,0.4796695804059652,1.9319374764237924,-3.223860952814246,-9.051513416090309
47,0.7836623085050185,1179.4080996884736,547.2180685358255,1518.344385026738,480.1508021390374,321,935,0.4290215102673615,1.766148491716797,-2.6817146209998364,-10.26041679981472
48,0.8003359746434231,1164.22,553.94,1508.0419026047566,547.4122310305776,350,883,0.390241551867906,1.5897799481018149,-1.8713801164111692,-11.51866337266666
49,0.8170096407818278,1154.8337730870712,557.7255936675461,1492.612460401267,622.2544878563886,379,947,0.3666159757091842,1.3820317968437694,-0.6987064551782791,-13.490139838494384
50,0.8336833069202324,1155.2599469496022,558.445623342175,1467.9427740058195,702.180407371484,377,1031,0.3669415555431243,1.13991977244692,1.0709798863229096,-15.716255874123773
51,0.8503569730586371,1169.4709677419355,553.0548387096774,1430.536605657238,778.7495840266223,310,1202,0.4023302978401737,0.8579365900620081,3.5115870040957624,-18.815577244228795
52,0.8670306391970417,1201.3648208469056,538.371335504886,1372.0068027210884,841.6773566569485,307,1029,0.484043614187631,0.5124704661036504,4.993702071378797,-21.294882278634464
53,0.8837043053354464,1232.657971014493,519.695652173913,1284.1458117890384,865.4953464322647,345,967,0.5688569401058333,0.1478090749208467,3.4378544159872546,-19.215707452731987
54,0.900377971473851,1242.477922077922,511.3558441558442,1197.4057971014493,860.6678743961353,385,828,0.5986868877168542,-0.1283221152565638,0.3588495711016585,-15.402041076743515
55,0.9170516376122556,1236.0868347338935,515.5518207282913,1110.0724324324324,844.5297297297298,357,925,0.5808236159907508,-0.3658079066063849,-2.218783398535768,-12.992774814195949
56,0.9337253037506604,1215.311320754717,527.5817610062893,1028.0132075471697,825.2698113207547,318,1060,0.5246963804756137,-0.5615964941833154,-4.192814577515117,-10.74288991847832
57,0.950398969889065,1183.3391608391607,543.5244755244755,949.9696394686908,807.4373814041745,286,1054,0.4410044350993044,-0.7240546263310662,-5.649411322347304,-8.977893406899058
58,0.9670726360274696,1142.3526970954356,561.3692946058092,874.1150712830957,791.8391038696537,241,982,0.3363035839409296,-0.8609852887689537,-6.726338153442297,-7.112118471157189
59,0.9837463021658744,1093.219008264463,575.4586776859504,801.241116751269,779.3413705583756,242,788,0.2166990016902842,-0.961224804180778,-7.2466679277664685,-5.154477368733953
60,1.000419968304279,1041.7830188679245,584.6037735849056,729.2422969187675,771.0686274509804,106,714,0.094646540654004,-1.0328733582974186,-8.179044238308752,-2.5771229872279555
61,1.0170936344426835,977.3108108108108,584.6936936936937,660.7703081232493,767.4621848739496,222,714,-0.0560503042313203,-1.047164980754072,-9.63509637792993,0.7770585617992964
62,1.033767300581088,905.3220858895704,573.7975460122699,598.184065934066,768.0027472527472,326,728,-0.226658219779907,-1.006960528238558,-11.94841169922477,5.383512627932791
63,1.050440966719493,813.7954545454545,541.4545454545455,543.0261437908497,770.9856209150327,88,765,-0.4544979593454843,-0.8676391963339983,-13.808432462032371,9.713158810808384
64,1.0671146328578975,728.8181818181819,489.8181818181818,503.1712707182321,767.1201657458563,187,724,-0.6871326053131803,-0.6830525939171128,-11.077835347394313,8.171005706558974
65,1.083788298996302,686.1377245508982,449.52095808383234,487.1322314049587,743.4504132231405,167,726,-0.8239142155828256,-0.5951579540016713,-11.892164673709065,8.980962172903972
66,1.1004619651347067,620.8364779874214,359.27672955974845,482.5983606557377,701.8333333333334,159,732,-1.08370457217789,-0.3835614641718288,-11.807400917273938,8.329335430786596
67,1.1171356312731116,594.7542372881356,307.614406779661,480.6223776223776,655.0447552447553,236,715,-1.2176595372966623,-0.3173968377462301,-7.6695851728116144,3.3350715167192626
68,1.133809297411516,577.2457627118644,257.65677966101697,478.7099143206854,610.4712362301102,236,817,-1.3394647773609287,-0.2723457261368692,-6.821705141447403,2.030276698657463
69,1.1504829635499207,566.179211469534,212.73835125448028,475.95881595881593,566.5238095238095,279,777,-1.4451452053429277,-0.2496925260622362,-5.939587610777647,0.9434048408856704
70,1.1671566296883251,559.9967637540453,172.46278317152104,472.89814814814815,527.0185185185185,309,756,-1.5375341790047508,-0.2408856914363044,-5.095502310512604,0.1379966061117503
71,1.1838302958267302,558.3869047619048,138.16071428571428,469.8371794871794,492.1910256410257,336,780,-1.6150666140088408,-0.2450907073851557,-4.268754394692304,-0.3967864697953318
72,1.2005039619651348,558.2903225806451,109.26344086021506,466.5254901960784,462.5686274509804,372,765,-1.679885750212645,-0.2541174616875115,-3.4917864303042507,-0.6807472680698355
73,1.2171776281035394,559.7107231920199,86.19950124688279,463.0625,438.43882978723406,401,752,-1.7315083763398504,-0.2677918127300107,-2.7525919048299503,-0.8625578766252716
74,1.233851294241944,561.8530120481928,68.30361445783133,459.8225165562914,419.3139072847682,415,755,-1.7716773470854648,-0.2828814658073135,-2.0440068525335113,-0.8850087475891589
75,1.2505249603803488,563.4211711711712,55.781531531531535,456.29281045751634,405.43398692810456,444,765,-1.7996705520273606,-0.2973044935037492,-1.3261830785562834,-0.8201039151227876
76,1.2671986265187534,564.4675324675325,48.52164502164502,452.70754716981133,397.1388140161725,462,742,-1.815902014865963,-0.3102297435664253,-0.6161607460541634,-0.7259076043428231
77,1.283872292657158,564.6223175965665,46.55579399141631,448.9150943396226,393.95417789757414,466,742,-1.8202178691619555,-0.321511575588032,0.0742484459719306,-0.5624387571097034
78,1.3005459587955626,563.9694989106754,49.546840958605664,445.4165554072096,396.81041388518025,459,749,-1.8134260272671003,-0.3289855756851182,0.7564818436277846,-0.3938012340479953
