frame,t,x_m1_px,y_m1_px,x_m2_px,y_m2_px,area_m1,area_m2,th1,th2,w1,w2
120,2.000839430548466,804.9020100502513,540.3718592964824,657.4438138479001,875.6992054483542,398,881,-0.4708779365356212,-0.4142923963662852,-1.51220863852008,16.305423558418628
121,2.017513092469703,795.5083932853717,534.9376498800959,743.7355658198614,895.9953810623557,417,866,-0.4960919921286795,-0.1424212764706363,-0.4358946846522661,14.695828099787231
122,2.03418675439094,799.809405940594,536.6212871287129,827.3591549295775,899.5023474178404,404,852,-0.4854138577459336,0.0757741424106553,1.630029058904864,12.101104546131245
123,2.0508604163121773,816.5246753246753,545.1220779220779,910.0851063829788,895.2482269503546,385,846,-0.4417348852287351,0.2611181756808418,3.492292519692117,9.856692745588145
124,2.0675340782334146,845.4006211180124,557.0248447204968,987.1205766710352,888.0917431192661,322,763,-0.3689552481391096,0.4044684674135516,4.954476652721486,7.767631842313039
125,2.084207740154652,882.8866666666667,569.9733333333334,1061.328418230563,881.5214477211796,300,746,-0.276516347820453,0.5201479102155709,6.129169926178472,5.812428769423183
126,2.100881402075889,929.7892561983472,580.3429752066115,1131.241184767278,875.88293370945,242,709,-0.164563833725281,0.5982974118988216,7.0697510625375095,3.6182244887841257
127,2.117555063997126,982.5888888888888,586.4277777777778,1196.2079326923076,872.8581730769231,180,832,-0.040759069652337,0.6408060139778267,7.684892844712322,1.4412690127617696
128,2.134228725918363,1039.439393939394,584.6363636363636,1254.9431216931216,870.2698412698413,66,756,0.0917067766620552,0.6463598764115117,8.761755489991113,-1.2002868940712494
129,2.1509023878396007,1107.36,574.49,1307.1710875331564,866.0649867374005,100,754,0.2514220281009748,0.6007796582173549,12.171627122167434,-6.724871730735292
130,2.167576049760838,1204.7718120805368,533.7114093959732,1348.2347222222222,853.1583333333333,149,720,0.4975979679948178,0.4221034010075804,11.826034197233646,-7.272075784594593
131,2.184249711682075,1258.1090909090908,499.2939393939394,1380.8168846611177,827.0083234244946,330,841,0.6457886202483023,0.3582753920214627,9.175033806826006,-3.723957891528899
132,2.200923373603312,1308.1560283687943,453.9822695035461,1411.615199034982,790.91917973462,282,829,0.8035607916166956,0.297919371223028,8.485404659967324,-2.266726726863556
133,2.2175970355245496,1342.9479166666667,413.27430555555554,1441.4053738317757,752.2394859813085,288,856,0.9287541573786744,0.2826861217983516,7.003585821352982,-0.0428824687340764
134,2.234270697445787,1368.760147601476,374.7527675276753,1472.1368301026223,713.1448118586089,271,877,1.0371116360599155,0.2964893556509879,5.863041223584815,1.5149610519992895
135,2.250944359367024,1387.063122923588,342.18936877076413,1502.9191343963553,676.9259681093394,301,878,1.1242708917633346,0.3332060186081076,4.775812381686719,2.6241335359088365
136,2.267618021288261,1400.237951807229,314.1596385542169,1533.2589498806683,643.3747016706444,332,838,1.1963721981629218,0.3839971864788374,3.804741237282255,3.5215033108152847
137,2.2842916832094984,1409.2314285714283,292.34285714285716,1564.0922882427308,612.4070796460177,350,791,1.2511488299398028,0.4506387299262108,2.7613466019410056,4.411515581216933
138,2.3009653451307357,1415.1478494623657,277.3225806451613,1595.468058968059,584.2985257985258,372,814,1.2884557175391649,0.5311094252018003,1.6891211059129343,5.214516838361776
139,2.317639007051973,1417.5541561712846,269.4584382871536,1626.3491484184915,559.1423357664233,397,822,1.30747649846784,0.6245289116170969,0.5436300868705733,6.049822393097596
140,2.33431266897321,1417.5372750642673,269.853470437018,1657.424129353234,536.3731343283582,389,804,1.3065843260965504,0.7328548117338795,-0.6753966394933593,6.878315602633914
141,2.350986330894447,1415.228813559322,278.9237288135593,1686.817216981132,515.6367924528302,354,848,1.284953828008536,0.8539023295088747,-1.9009872366664755,7.5712162831748735
142,2.3676599928156845,1410.03216374269,296.2368421052632,1711.9458128078818,496.4064039408867,342,812,1.2431914890950229,0.9853346130103277,-3.1878477700995433,8.466225239251218
143,2.384333654736922,1400.4526627218936,322.4940828402367,1730.748275862069,475.8045977011494,338,870,1.1786476360585163,1.1362282842855156,-4.270343576811371,9.117790678282422
144,2.4010073166581587,1386.0786516853932,352.9887640449438,1736.864388092613,454.393605292172,356,907,1.1007869589204635,1.289388531486906,-4.777714440667724,8.744007283716002
145,2.417680978579396,1367.7425149700598,383.0688622754491,1729.4887039239002,435.1462544589774,334,841,1.0193236453787031,1.4278175268565485,-4.763549952207461,7.557717882292141
