frame,t,x_m1_px,y_m1_px,x_m2_px,y_m2_px,area_m1,area_m2,th1,th2,w1,w2
0,0.0,1335.085858585859,429.4191919191919,1686.235294117647,271.05882352941177,396,30,0.8833769630896956,1.9944625467283557,-0.0002632292654577,-0.0056264688780814
1,0.016673624288425,1335.0527638190954,429.39447236180905,1686.235294117647,271.05882352941177,398,34,0.8833725741038216,1.994368733100212,-0.0055088329253094,-0.0046364489912703
2,0.03334724857685,1335.015037593985,429.4636591478697,1686.1470588235295,271.1764705882353,399,34,0.883193258668767,1.99430793391133,-0.0041043342168936,0.1673324603029592
3,0.0500208728652751,1335.0425,429.4625,1685.4571428571428,269.1142857142857,400,35,0.8832357058504484,1.9999488102489107,0.0292661116871254,0.3771862476723986
4,0.0666944971537001,1335.3275,429.175,1686.1944444444443,265.6666666666667,400,36,0.8841692029700754,2.0068860574722307,0.034883671303996,0.2809064653317881
5,0.0833681214421252,1335.4271604938272,429.1283950617284,1684.7623456790122,265.2993827160494,405,1955,0.8843989803086959,2.009316267975174,0.0189212840073536,0.1306960998021137
6,0.1000417457305502,1335.4303178484108,428.9070904645477,1683.33024691358,264.9320987654321,409,39,0.8848001757312618,2.0112444128003566,0.0275190777690054,0.1247159980777038
7,0.1167153700189753,1335.578431372549,428.7401960784314,1681.898148148148,264.56481481481484,408,73,0.8853166658356646,2.0134752033645813,0.0395048428464512,0.1540034133237126
8,0.1333889943074003,1336.0643564356435,428.6905940594059,1680.466049382716,264.1975308641975,404,101,0.8861175535456518,2.016380002906146,0.0438943216251315,0.1484589476154533
9,0.1500626185958254,1336.2039312039312,428.43488943488944,1679.033950617284,263.83024691358025,407,89,0.8867804206900101,2.0184259007941714,0.0186046148538447,0.1299693205658233
10,0.1667362428842504,1336.1144278606964,428.38557213930346,1677.601851851852,263.46296296296293,402,1938,0.8867379662618595,2.0207141221464187,0.0070228692276471,0.1368894577576665
11,0.1834098671726755,1336.1536585365857,428.26341463414633,1676.16975308642,263.09567901234567,410,1985,0.8870146140558671,2.0229907875695665,0.0195699629632937,0.1405550376617956
12,0.2000834914611005,1336.273631840796,428.1517412935323,1674.7376543209878,262.72839506172835,402,1973,0.8873905706814362,2.025401245926055,0.0088080423409443,0.1461982131902614
