epoch,data_loss,phys_loss
54,0.001875750577407113,0.007481462438590825
55,0.0011931264113324385,0.00701679950968052
56,0.0013932067377027124,0.006773769855499268
57,0.0013587278202370119,0.006498551229014993
58,0.0009536104407743551,0.006325635632189612
59,0.0008147950550968138,0.006320838292594999
60,0.0012506955802867499,0.006128216822010775
61,0.002673478719467918,0.006130999148202439
62,0.002662940838490613,0.006069795519579202
63,0.0018148948656744324,0.005819431622512639
64,0.0011437861006318901,0.005491576138107727
65,0.0009121060041555514,0.005307849360785137
66,0.0015717088147842635,0.005157816708864023
67,0.0020317630987847224,0.005159003485459834
68,0.0010377354265074246,0.0049919086547258
69,0.0016545039034099318,0.004969285102561116
70,0.0014170258509693667,0.004900311992969364
71,0.0009275172148287917,0.004732319056832542
72,0.001474495302924576,0.0045985688727038605
73,0.0009163804570562206,0.0044330986953961355
74,0.0017675387595469754,0.0044093249016441405
75,0.0008674614073242992,0.004163376695942134
76,0.0007762265158817172,0.004222174495225772
77,0.0018089591127742703,0.004165127776407947
78,0.0007591470190770148,0.003984493455694367
79,0.0007857260946669461,0.003911969901916261
80,0.002862638339138357,0.004091884552811583
81,0.0030446922949825725,0.004526100548294683
82,0.0016620502283331007,0.003966511915981148
83,0.0010199723595481676,0.003898359602317214
84,0.0006910132542543579,0.003560488005556787
85,0.0008367215729473779,0.0036419100554970405
86,0.0007806501695692228,0.0034487362330158553
87,0.001501384470126747,0.003494127100566402
88,0.002116633106197696,0.0036136528263644627
89,0.0014914379656450667,0.003433954504240925
90,0.0008025050301512238,0.003284726059064269
91,0.0004877436331298668,0.0031417612820708505
92,0.0006463744563613242,0.0031287472326463708
93,0.0007041389241445964,0.003078342570612828
94,0.0007560926945492005,0.0029701481495673456
95,0.0008170433987591726,0.0031385736171311387
96,0.0005118725821375847,0.002991826186189428
97,0.0006621292426037447,0.0028670510509982705
98,0.0015332768574201812,0.0028771722378830114
99,0.00089589029327423,0.0028111183589013913
100,0.0007331679565443968,0.0028609070480645946
101,0.0009064018765153984,0.0027802688224862018
102,0.000662224568562427,0.0026517444930505008
103,0.000867717065072308,0.002679934666957706
104,0.0014433445588413936,0.003068006354927396
105,0.0009634012700795817,0.002635016212783133
106,0.0013791943032022875,0.002671097085112706
107,0.0024457400383350127,0.002822814780908326
108,0.0009692532670063277,0.002557393347766871
109,0.0004042626096634194,0.002411388539864371
110,0.0003680723784782458,0.002311907611632099
111,0.0003177764228894375,0.0023072826637265584
112,0.0004922860013418054,0.0022725600574631244
113,0.0006488858562079258,0.002256570636139562
114,0.00056596749224506,0.0022375563081974783
115,0.0007983277949582165,0.002233925556841617
116,0.0011620363050800127,0.0024426323846758655
117,0.0005909635547141079,0.002251946512842551
118,0.0015387884680725012,0.0026025665865745395
119,0.0009368722821818665,0.0024832013392976173
120,0.0006097406524835,0.0024286155530717224
121,0.0005308029418908214,0.0021126003557583317
122,0.0005498169072476836,0.002066280649160035
123,0.0005262694479218529,0.002116739002910132
124,0.0007145999479689635,0.002071726368740201
125,0.0005820604904632395,0.0020270075086349
126,0.0004909294960574092,0.0020235749010074264
127,0.00031532500846272643,0.001897876471048221
128,0.0002852017811771172,0.0018420704970291506
129,0.00038822837874856003,0.0018737691328472768
130,0.00043626754146923,0.0018913439174260323
131,0.000409397325104995,0.001859391636874837
132,0.0004796841846352133,0.0018598621002941702
133,0.0005438467354300277,0.001818061136873439
134,0.0006398116092896089,0.0018028299818979576
135,0.0004907471181165116,0.0018247823706284787
136,0.0005163932485932795,0.0018077634158544242
137,0.0005218546078443372,0.0018380738329142332
138,0.0003926082141939939,0.0017162093087487544
139,0.0004188319847647411,0.001716438263732319
140,0.000565694717806764,0.0017127244112392266
141,0.000789192910209143,0.0018959401592534657
142,0.0007134338605586285,0.0018305093932819243
143,0.0007794525366383217,0.0017077109126451735
144,0.001282344132050639,0.0017982204541719209
145,0.0005945470851050535,0.00171235895929082
146,0.00030825604699202813,0.0016312745331864182
147,0.00032113631580917473,0.0015636627310110878
148,0.00025266187367378734,0.0015646745256769161
149,0.00022441992647751854,0.0015397715372576688
150,0.0002220760961790802,0.0015110433838951092
151,0.0003321631981331545,0.0015184666650990646
152,0.0003527957554373036,0.0014901315686680998
153,0.00036863268845384783,0.0015568032783145707
154,0.0003668606398908499,0.0014916329285673176
155,0.0002688866582805834,0.0014483167615253478
156,0.00033003255278648186,0.0014630744165818517
157,0.00043679799515909207,0.0014739926021623735
158,0.00021380627185862977,0.0014091871998971328
159,0.00022924925967042023,0.0013852156213639926
160,0.0002155775794866107,0.0014018289366504177
161,0.0003353010094239532,0.001407680902048014
162,0.0002743569190594523,0.0013843195726318906
163,0.00043757651474152226,0.0013770611840300262
164,0.00024324139061112268,0.0013753903864805277
165,0.0002234873809356941,0.0013205751893110573
166,0.0002955043297940089,0.0013300361363993336
167,0.0004196966116675564,0.0013825730469155435
168,0.0005153868951310869,0.0013643737911479548
169,0.00026406883625895716,0.0012988583524323378
170,0.00018089392445593452,0.0012855523479326318
171,0.0003618185971087466,0.0013079248165013269
172,0.0005026631048773803,0.001317291700009567
173,0.00023716622672509402,0.0012905885426638026
174,0.00020790420724855116,0.0012506919641358156
175,0.0002613070367563826,0.0012918312180166442
176,0.0002250571863745184,0.0012416388635756448
177,0.00023896956129950317,0.001232610074415182
178,0.00016627849799988326,0.001209572350489907
179,0.00020597724263401082,0.0011813442057852324
180,0.00021182192479803538,0.0012003457959508523
181,0.00020937649848444076,0.0012094626678541924
182,0.00023677295272743018,0.0012207198208974053
183,0.0002480180579974937,0.0011694204246547695
184,0.00017193112095507482,0.0011693317695365597
185,0.00018915765334289367,0.001147506389922152
186,0.0001892217399775594,0.0011558160331333056
187,0.00016265343735237062,0.0011481919840055828
188,0.00016596915823659705,0.0011577911112302293
189,0.00016535808056990695,0.0011342062886493902
190,0.00014179087308245167,0.0011249727200871955
191,0.00015574756495576972,0.0011022623754494514
192,0.00017402640393508287,0.0011071787836651008
193,0.00021701930866887173,0.0011138366050242137
194,0.00017186460354423616,0.0010748789597225066
195,0.00016894849098510653,0.0010764910839498043
196,0.00019411647857244438,0.0010729706361113738
197,0.00020761729441195106,0.0010922775569876346
198,0.00023830014712681682,0.0010768336748393874
199,0.00015401612987867944,0.0010509047109129217
200,0.0001303718772760476,0.0010521745013344723
201,0.0001263705532134433,0.0010405315406387672
202,0.00013308301064777575,0.0010511495299094047
203,0.00016821604488844363,0.0010550171815945457
204,0.00018758695781192122,0.001030393303760017
205,0.00013029070244859517,0.0010205459305628513
206,0.0001434153170218148,0.0010110459649392094
207,0.00017507554305969583,0.0010313058640652646
208,0.000181109635377652,0.0010283704662773137
209,0.00015921106144863492,0.0010098852653754875
210,0.0001461723901835891,0.0009987960123301793
211,0.00012934281221532729,0.0010139968774941128
212,0.0001300466392422095,0.0010087543584328766
213,0.00013395375784360417,0.0009745592882003015
214,0.00012289546430110931,0.0009765921131474897
215,0.00010956709108237798,0.0009401980229692223
216,0.0001237756872190706,0.0009744527924340218
217,0.00012184259442922969,0.0009603425690632624
218,0.00011018411532859318,0.0009645752409899918
219,0.00010645868193629819,0.0009614248992875218
220,0.00011767137463417991,0.0009539031161693856
221,0.00010472127208534705,0.0009459298162255436
222,0.00010020308945968281,0.0009456117550143972
223,0.00010998504300611482,0.0009391459122222537
224,0.0001221137687631805,0.0009247116904589348
225,0.00012164219394132185,0.0009287042727616305
226,0.00010471908171894029,0.0009324095032449501
227,9.617375629507781e-05,0.0009305093408329412
228,0.0001004562915719968,0.0009442655549113018
229,0.00011231622708388993,0.0009498673680354841
230,0.00011697561785695143,0.0009183634707975822
231,9.166520127716164e-05,0.0009132107710077738
232,9.519333434582222e-05,0.0008989168321325754
233,9.689282675632664e-05,0.0008990701535367407
234,9.372506004486543e-05,0.0009005648632106992
235,8.610522278710657e-05,0.000897614523031128
236,9.523670147852196e-05,0.0009001807435803736
237,9.42005863180384e-05,0.0009065757646264198
238,0.00010382049367763102,0.0008860505161768136
239,9.836990860397539e-05,0.0008789007357942561
240,9.532036104549964e-05,0.0008727689976997984
241,9.733617298479658e-05,0.0008937568442585567
242,9.467149053913697e-05,0.0008976007617699603
243,9.178232933966986e-05,0.0008927312252732614
244,9.105963029772586e-05,0.0008685271047094526
245,8.695476268864392e-05,0.0008795852190814912
246,8.456939061337228e-05,0.0008575799268631575
247,8.404762320424197e-05,0.000870010665191027
248,8.137607331567172e-05,0.0008740702154076038
249,8.418475014574749e-05,0.000865794795875748
250,8.760880336922128e-05,0.0008612586510328887
251,9.17024226509966e-05,0.0008431478806111651
252,8.079464805632597e-05,0.0008487776334125859
253,8.179385834713078e-05,0.000848584796282618
254,8.126322033300919e-05,0.0008500515711299764
255,8.113073848411052e-05,0.0008641146511460344
256,7.88896298521043e-05,0.0008332519913286281
257,8.148005781549728e-05,0.0008603884974339356
258,8.240094454473972e-05,0.0008558005041171176
259,7.874117879206703e-05,0.0008504862974708279
260,7.974194371248207e-05,0.0008535005787659126
261,7.93638011297541e-05,0.0008494453553187972
262,7.985840314480204e-05,0.0008528367640489402
263,7.783864809122558e-05,0.0008388026593214212
264,7.547736216414098e-05,0.0008337893159477971
265,7.486638848301179e-05,0.000855573884715947
266,7.667354111617897e-05,0.0008482818011543714
267,7.857568076966952e-05,0.0008389999347855337
268,7.741911485936726e-05,0.000837328436318785
269,7.762865940700674e-05,0.0008518699178239331
270,7.478114624367056e-05,0.0008201767802044438
271,7.414058563881554e-05,0.0008447120174726782
272,7.265385935776673e-05,0.0008291440753964707
273,7.366143836406991e-05,0.0008443377810181119
274,7.264312231806495e-05,0.0008410082179276893
275,7.277996913520231e-05,0.0008222943724831566
276,7.283134103393725e-05,0.0008396046056683796
277,7.239319150661079e-05,0.0008232002219301648
278,7.189600940667636e-05,0.0008378187412745319
279,7.161408014629463e-05,0.0008175520997610874
280,7.06278657768659e-05,0.0008261554927836793
281,7.12923389680024e-05,0.0008104325243039057
282,7.111940961597914e-05,0.0008292162431947266
283,7.087581252562813e-05,0.0008313895329289759
284,7.02274755894905e-05,0.0008386052577407099
285,7.065544696160941e-05,0.0008301883256838968
286,7.073781686509999e-05,0.000818840169813484
287,7.057199612366578e-05,0.0008086593613067331
288,7.028178788459627e-05,0.0008209736721861797
289,6.959390081343979e-05,0.0008398870947227503
290,6.982212016737321e-05,0.0008125200183712877
291,7.029123965670199e-05,0.0008298255537132112
292,6.916214973292274e-05,0.000824805953016039
293,6.927552764561067e-05,0.0008015346490234757
294,6.937820686895672e-05,0.0008342161114948491
295,6.903992956116174e-05,0.0008286065130960196
296,6.885179285139505e-05,0.0008205862031900324
297,6.943245580259827e-05,0.0008220979628580002
298,6.92198627803009e-05,0.0008491706127339663
299,6.899792469994281e-05,0.0008307007447001524
