t,th1,w1,th2,w2,energy
0.0,0.7689429908767978,0.0,1.468725140897044,0.0,-0.3481282580141023
0.008333333333333333,0.7683865396394198,-0.13342178415163275,1.4674050400998437,-0.3169582789798801,-0.3481282580141024
0.016666666666666666,0.7667235137471957,-0.2653244576030007,1.4634380372084335,-0.635523902242281,-0.3481282580141023
0.025,0.76397291813496,-0.39418380014247256,1.456804069407286,-0.9572949494933866,-0.34812825801410235
0.03333333333333333,0.760166497014724,-0.5184659232023454,1.4474698266838097,-1.283851186120362,-0.34812825801410224
0.041666666666666664,0.7553488295525006,-0.636623905740304,1.435388941050402,-1.6167453282548776,-0.3481282580141021
0.05,0.7495774457561981,-0.7470964732286194,1.4205022476756552,-1.9574944606391589,-0.34812825801410235
0.058333333333333334,0.7429229408465974,-0.8483099231628841,1.4027381188980916,-2.307570963785671,-0.34812825801410224
0.06666666666666667,0.7354690541360115,-0.9386850785789734,1.3820128806165515,-2.6683914757613394,-0.34812825801410147
0.075,0.7273126600419246,-1.0166519748788556,1.3582313381738729,-3.04130101474019,-0.34812825801410263
0.08333333333333333,0.7185635906652382,-1.080676455258733,1.3312874716701442,-3.4275470665233403,-0.3481282580141024
0.09166666666666666,0.70934416559211,-1.1293051821718882,1.301065418510186,-3.8282346367321725,-0.3481282580141006
0.1,0.6997882362014625,-1.161239238950414,1.2674409595616307,-4.244247134563435,-0.34812825801410296
0.10833333333333334,0.6900394450927455,-1.1754521363879198,1.2302838886586218,-4.676108318076045,-0.3481282580141025
0.11666666666666667,0.6802482369280247,-1.1713763335905616,1.1894619081744007,-5.123746045025979,-0.3481282580141024
0.125,0.6705669114746297,-1.1491934955156582,1.1448471002733855,-5.586098563921536,-0.3481282580141
0.13333333333333333,0.6611416653665099,-1.1102756132205733,1.096326613104333,-6.060481218315463,-0.3481282580141021
0.14166666666666666,0.6521001477124984,-1.0578284266517792,1.0438199546969524,-6.54161857635574,-0.3481282580141176
