t,th1,w1,th2,w2,energy
0.0,-0.12906989774718527,0.0,0.2159568362045874,0.0,-0.6453016592923947
0.008333333333333333,-0.12815218130528613,0.22021736299793968,0.21431622330025027,-0.39365396843377304,-0.6453016592923948
0.016666666666666666,-0.12540085169457807,0.4399798111022304,0.2093991896484322,-0.7861248733751148,-0.6453016592923951
0.025,-0.12082228532734152,0.6586106834111293,0.2012216569021509,-1.1758653240817372,-0.645301659292395
0.03333333333333333,-0.11443024490565495,0.8749716312866443,0.18981531758254935,-1.5605677025023112,-0.6453016592923952
0.041666666666666664,-0.10625082943253317,1.0871926663737161,0.1752357992913346,-1.9367158496800896,-0.6453016592923958
0.05,-0.09632979167757336,1.2923768249674767,0.15757477423314928,-2.2990912667855743,-0.6453016592923968
0.058333333333333334,-0.08474230845247718,1.4863169127521092,0.13697618296019015,-2.6402964703757523,-0.6453016592923947
0.06666666666666667,-0.07160476708444947,1.663315540908558,0.11365586212868846,-2.9504497148976956,-0.6453016592923861
0.075,-0.057087097755170596,1.8162650752303138,0.08792211289893664,-3.217317303832969,-0.6453016592924123
0.08333333333333333,-0.04142268456842419,1.9371792628393933,0.060192196616341696,-3.4272109042774717,-0.6453016592923914
0.09166666666666666,-0.024911496755353434,2.018292735159204,0.03099736084294109,-3.5668502165711526,-0.6453016592923828
0.1,-0.007912038622728252,2.0535930434902196,0.0009689012787596984,-3.625963693552199,-0.6453016592924035
0.10833333333333334,0.009179685958459638,2.0402989062278007,-0.029197835082315333,-3.5998011963848957,-0.6453016592924063
0.11666666666666667,0.02596098572354361,1.979625892669124,-0.05879607207938363,-3.490436795492679,-0.6453016592924233
0.125,0.042055146696648824,1.8764441216884722,-0.08716338435944297,-3.306187642712793,-0.6453016592923878
0.13333333333333333,0.05713705803120991,1.738008949713218,-0.11372551757363901,-3.0594571599674913,-0.6453016592924103
0.14166666666666666,0.07094646391187762,1.5723749325442435,-0.13801918945712138,-2.764042014370718,-0.6453016592924135
0.15,0.08328883932123794,1.387088381707661,-0.15969389021511782,-2.432915366670806,-0.6453016592924053
0.15833333333333333,0.09402761156188306,1.1884333631451798,-0.1784990245299157,-2.0769516113214905,-0.6453016592924076
0.16666666666666666,0.10307234711442011,0.9811936426360973,-0.19426424170614173,-1.704526004312035,-0.6453016592924071
0.175,0.11036649188689979,0.7687506492467958,-0.20687902626938887,-1.3216814234168535,-0.6453016592924081
0.18333333333333332,0.11587669143630241,0.5533394848526759,-0.21627495757875922,-0.932559344543806,-0.6453016592924081
0.19166666666666665,0.11958447273569159,0.3363457044323166,-0.22241193228991168,-0.5398963438773681,-0.645301659292408
0.2,0.12148035591908822,0.11858639449558848,-0.22526843879548178,-0.14549118017252788,-0.6453016592924085
0.20833333333333334,0.12156017943786462,-0.09943994444968317,-0.22483549710092363,0.24938286644254437,-0.6453016592924086
0.21666666666666667,0.11982339610990672,-0.31732805933753544,-0.22111384119851693,0.6436082590224086,-0.6453016592924087
0.225,0.1162732002727078,-0.5345486919441643,-0.21411410187496516,1.0358674152752518,-0.6453016592924087
0.23333333333333334,0.11091849782812584,-0.7502204653313105,-0.20386001094235645,1.4242680232001275,-0.645301659292409
0.24166666666666667,0.10377787962165783,-0.9628551963163863,-0.19039490613356821,1.8059220316866218,-0.6453016592924097
0.25,0.09488585037813979,-1.170071994614914,-0.1737919786427464,2.176469521521706,-0.6453016592924096
0.2583333333333333,0.08430151416667339,-1.3682998820347596,-0.15416862664345787,2.5295798863603713,-0.6453016592924088
0.26666666666666666,0.07211958441256157,-1.5525327558752806,-0.1317047217567402,2.8565376756503698,-0.6453016592924027
0.275,0.05848280053900734,-1.7162636960345432,-0.10666326748737624,3.1461283038841095,-0.645301659292423
0.2833333333333333,0.043593513154966124,-1.8517835163355956,-0.07940968571846452,3.3851384526440444,-0.6453016592924049
0.2916666666666667,0.02772062977310915,-1.9510163250717867,-0.0504232873914512,3.5597670459375266,-0.6453016592923926
0.3,0.011197242579636398,-2.00689704627066,-0.020292980100971796,3.6579584746394507,-0.6453016592924226
0.30833333333333335,-0.00559447852643904,-2.0149649823516467,0.010308614959397812,3.672106416876717,-0.6453016592924172
