t,th1,w1,th2,w2,energy
0.0,0.9013995164965425,0.0,0.5178942400075127,0.0,-0.4545964474160341
0.008333333333333333,0.8996451529254078,-0.42117884603019445,0.5192471899328804,0.32503352427192234,-0.45459646243436325
0.016666666666666666,0.89437549281628,-0.8439263760534588,0.5233222744270644,0.653944143360147,-0.45459658402384984
0.025,0.8855714697404851,-1.2696256976402158,0.5301667978920014,0.99021632655982,-0.45459696625520024
0.03333333333333333,0.8732043152259477,-1.699164568908869,0.5398533811385186,1.336329224869966,-0.45459782048778336
0.041666666666666664,0.857241380741375,-2.132495319715101,0.552468334075351,1.6929184125233774,-0.4545994215847714
0.05,0.8376565896938497,-2.567949395008493,0.5680913689837026,2.0575113044587607,-0.45460211029196174
0.058333333333333334,0.8144478598652246,-3.001246534635895,0.5867625998907446,2.4227353777806333,-0.45460628344965626
0.06666666666666667,0.7876638728761666,-3.4242765432431206,0.6084327539282952,2.774141964691075,-0.45461235821769047
0.075,0.7574406359668421,-3.8240816029362157,0.632895960455238,3.0884024053761077,-0.4546206936227555
0.08333333333333333,0.724042459840676,-4.183025095735041,0.6597147391874695,3.3336103468288996,-0.45463146341834526
0.09166666666666666,0.6878919960087179,-4.481438004743564,0.6881643521230582,3.4739609763177675,-0.45464451216616414
0.1,0.6495660820573638,-4.703044826903914,0.7172376394850759,3.4793592413731846,-0.45465928135939393
0.10833333333333334,0.6097417602314591,-4.840882710353988,0.7457383883725422,3.3359916023109104,-0.4546749000796666
0.11666666666666667,0.5691050190051634,-4.899714269312107,0.7724421808334458,3.0508693229311965,-0.45469043346571786
0.125,0.5282617687462329,-4.893156227281094,0.7962562300960818,2.647159131514407,-0.4547051477277203
0.13333333333333333,0.48768734641927,-4.837953866831203,0.8163144621959911,2.1544293917790567,-0.4547186432276031
0.14166666666666666,0.4477222072281093,-4.749127750489071,0.8319933152015413,1.600257153359054,-0.4547308287240897
0.15,0.4085976706432666,-4.637673378611531,0.8428751223422476,1.00615412399763,-0.454741809421629
0.15833333333333333,0.3704714255577299,-4.51034376148718,0.8486936143353635,0.38705312464434233,-0.4547517670720061
