seed,trial,h_legacy,h_fixed,err0_legacy_deg,err0_fixed_deg
2,35,3.691666666666667,9.866666666666667,1.7297372317002018,0.0002924542379470031
2,36,0.5333333333333333,0.575,0.40664115848528315,0.000924437073068161
2,37,0.8083333333333333,2.7333333333333334,1.4668608282855407,0.00015666345020124705
2,38,0.9833333333333333,2.1166666666666667,0.4363120003858268,0.0002826944762187159
2,39,1.15,10.0,1.8574265651039952,0.00011286553151534995
2,40,10.0,10.0,2.3079895119796356,0.00031120798408586426
2,41,0.325,0.7,3.750347863264858,0.0009339289836430274
2,42,0.08333333333333333,0.24166666666666667,2.335529619377687,0.0035875007521426415
2,43,10.0,10.0,0.7128798556148415,4.738458996487581e-05
2,44,0.31666666666666665,0.425,4.603480344132547,0.001961637063537085
2,45,0.14166666666666666,0.225,1.9712302117549065,0.0007571774518950864
2,46,10.0,10.0,0.672091808744615,4.031994107130687e-05
2,47,10.0,10.0,3.02626648504305,0.000422542798117758
2,48,0.5833333333333334,0.8166666666666667,0.22550783830398552,0.0004374648941041705
2,49,0.19166666666666668,0.36666666666666664,5.056026245296897,0.002627849247406531
3,0,0.11666666666666667,0.2,3.2782283538461363,0.0007234491362120089
3,1,0.3,10.0,1.9895669347866163,0.00016572174370118087
3,2,0.06666666666666667,0.08333333333333333,0.6753180319893252,0.00245965662313167
3,3,0.4,1.7833333333333334,1.3451305305060732,0.0008446048699698994
3,4,0.16666666666666666,0.725,3.129220998910467,0.0032324033579278102
3,5,0.3416666666666667,0.43333333333333335,2.0047752686686633,0.0002137444926816871
3,6,10.0,10.0,1.8361017735330503,6.70747539982093e-05
3,7,10.0,10.0,2.3856273021991328,0.00017024638343825728
3,8,0.36666666666666664,0.4083333333333333,0.5983657832779576,0.0003196969362471581
3,9,3.375,3.8583333333333334,0.9828847526614455,0.00012449416732635297
3,10,0.09166666666666666,0.19166666666666668,2.048979988731128,0.00032925137479631125
3,11,0.35833333333333334,0.44166666666666665,1.9623975370465767,0.0005932563385267092
3,12,0.125,0.9,0.5122863946961537,8.124100657962082e-05
3,13,0.15833333333333333,0.39166666666666666,1.089494044100118,0.0013899234037373185
3,14,0.16666666666666666,0.49166666666666664,1.710710114217978,0.0004227999032750879
3,15,0.10833333333333334,0.15,3.866667531214885,0.0029563215913880206
3,16,10.0,10.0,2.168615892444701,0.0006441454812125732
3,17,10.0,10.0,1.6788310495709542,0.00012145776250634206
3,18,0.09166666666666666,0.13333333333333333,2.152643295125143,0.002140572393880484
3,19,0.175,0.25,6.455277327901332,0.0007930766130126996
3,20,0.475,0.525,3.9677640716336757,0.0010506600612271357
3,21,0.16666666666666666,0.24166666666666667,4.817921284216977,0.0001672255147133064
3,22,0.38333333333333336,0.38333333333333336,2.366930170101911,0.00023416811018586674
3,23,10.0,10.0,1.4183732417868,0.00011813636883215034
3,24,0.275,2.1166666666666667,2.608530622590767,0.00020684669875928265
3,25,0.13333333333333333,0.125,1.2623903972533383,0.002264350221727671
3,26,10.0,10.0,2.434427626799599,0.00010284616963338687
3,27,10.0,10.0,1.8159524933859448,0.00013393627106842395
3,28,10.0,10.0,0.6967835960356744,0.00011179155988477548
3,29,0.075,0.11666666666666667,1.4591129650091215,0.001363927937917213
3,30,10.0,10.0,1.0683143118266862,7.387024117867571e-05
3,31,10.0,10.0,1.1462454532843906,0.00014794692743558702
3,32,10.0,10.0,1.535519202919923,9.348114780988476e-05
3,33,10.0,10.0,2.491137672670018,9.726710386868193e-05
3,34,0.016666666666666666,0.20833333333333334,5.498351308274113,0.0008536785364104144
3,35,2.325,2.375,1.754165421026251,0.00039993791631889294
3,36,0.08333333333333333,0.125,0.4749951142935534,0.0017903562825654499
3,37,1.6666666666666667,10.0,1.495328711483538,0.00028200218571364883
3,38,0.05,0.6416666666666667,0.37378776042052625,0.0004680630536470168
3,39,10.0,10.0,1.891690685005362,0.00032270807422231856
3,40,10.0,10.0,2.2665041959294436,6.43858155457048e-05
3,41,0.3333333333333333,0.38333333333333336,3.827357157444968,0.0006322019745472786
3,42,0.10833333333333334,0.14166666666666666,1.5555769259538363,0.0038060684751450935
3,43,0.30833333333333335,2.8333333333333335,0.6977915387742102,2.7951731638554632e-05
3,44,0.15,0.19166666666666668,4.543246811404616,0.0007771212781773364
3,45,0.10833333333333334,0.16666666666666666,1.9241875006910347,0.0005799928682289774
